Exposure,Power,DriverAge,Fuel_type,Density,Sex,Sinistre
1.0,7,80,1,45,1,0
0.11,5,36,1,49,1,0
1.0,6,63,1,473,1,0
0.58,4,49,0,473,0,1
1.0,6,66,1,125,0,0
1.0,6,57,1,3021,1,0
0.19,5,56,0,473,0,0
0.96,5,50,1,4116,0,0
0.53,5,64,1,11,0,0
1.0,11,54,0,6257,1,0
1.0,6,64,1,11,0,0
0.49,4,50,0,182,0,0
1.0,6,61,1,95,0,0
1.0,6,54,1,301,1,1
1.0,6,73,1,101,0,0
0.69,7,55,0,405,1,0
0.85,6,32,1,15,0,0
1.0,4,36,0,102,1,0
0.51,4,28,1,5360,1,0
1.0,4,31,0,27000,1,0
1.0,4,62,0,355,0,0
0.81,4,57,1,530,0,0
1.0,7,45,0,1398,1,0
0.09,5,36,0,1287,1,0
1.0,9,37,1,3866,0,0
0.71,7,83,0,3866,0,0
1.0,4,64,1,58,0,0
1.0,4,30,0,2620,0,0
1.0,6,61,1,159,0,0
1.0,6,35,1,26,0,0
1.0,6,67,1,25,0,0
1.0,6,59,1,142,0,0
0.13,8,47,1,32,1,0
1.0,8,59,1,3021,0,0
1.0,8,59,1,3021,0,0
0.81,7,87,0,478,0,0
1.0,6,48,0,415,0,0
1.0,6,68,1,261,1,1
1.0,6,68,1,261,0,0
0.73,5,68,1,4348,0,0
0.34,4,50,0,1287,0,1
1.0,13,43,0,1410,0,0
1.0,5,47,0,1535,1,0
0.87,5,31,1,45,1,0
1.0,4,29,0,17140,0,0
1.0,9,43,1,3688,0,0
0.2,6,41,0,368,0,0
1.0,7,36,0,226,1,0
1.0,7,84,0,3688,1,0
0.06,7,59,0,27000,1,0
1.0,5,64,0,476,1,0
1.0,11,41,0,1400,1,0
1.0,7,58,0,4762,0,0
1.0,5,78,1,2733,1,0
1.0,7,91,0,2733,0,0
1.0,5,46,0,4762,1,0
1.0,7,38,0,3317,0,0
1.0,4,69,0,3317,1,0
1.0,15,43,0,3317,1,0
1.0,10,42,1,3317,0,0
0.99,9,83,0,85,1,0
1.0,6,72,1,465,0,0
0.47,5,52,1,1110,0,0
1.0,6,57,1,68,0,0
1.0,6,45,1,1323,1,0
1.0,6,42,1,1753,1,0
1.0,10,52,0,711,0,0
1.0,5,77,0,93,1,0
1.0,7,77,0,373,1,0
1.0,7,34,1,3075,0,0
1.0,5,72,0,625,0,0
1.0,4,31,1,776,0,0
0.5,5,42,1,1326,0,0
1.0,11,81,0,10,0,0
1.0,11,81,0,10,1,0
1.0,7,42,1,197,1,0
1.0,4,42,0,1326,1,0
0.74,7,62,1,164,0,0
0.47,6,40,1,1326,1,0
1.0,7,30,0,77,0,0
0.29,5,39,0,134,0,0
1.0,5,39,1,108,1,0
1.0,4,82,0,377,1,0
1.0,12,68,0,140,0,0
1.0,7,60,0,242,0,0
0.31,5,53,0,242,1,1
1.0,10,63,1,97,1,0
1.0,8,36,1,15,1,0
1.0,7,57,1,96,1,0
1.0,7,77,0,2740,0,0
0.93,6,55,1,338,0,0
0.07,7,44,0,2740,0,1
1.0,7,47,0,2740,0,0
0.77,4,40,0,383,1,0
1.0,5,53,0,177,0,0
1.0,7,60,1,3744,0,0
1.0,7,52,1,3744,0,0
0.69,6,47,1,883,1,0
1.0,7,49,1,3744,1,0
1.0,4,67,1,378,1,0
1.0,7,57,0,1993,1,0
1.0,7,69,0,62,0,0
1.0,5,44,0,4972,1,0
1.0,6,46,1,320,1,0
1.0,6,46,1,320,0,0
1.0,4,43,1,3374,0,0
1.0,6,27,1,3374,0,0
1.0,6,78,0,645,0,0
1.0,5,58,0,3374,1,0
0.24,5,20,1,3374,0,0
0.24,5,20,1,3374,0,0
1.0,6,51,1,461,1,0
0.78,5,70,0,3021,0,0
1.0,4,70,0,3021,1,0
0.89,4,39,0,9307,0,0
1.0,5,48,0,1217,0,0
0.51,6,69,1,25,1,0
0.23,6,84,1,817,1,0
1.0,7,32,1,119,1,0
1.0,5,41,1,84,0,0
1.0,5,41,0,416,0,0
1.0,12,62,1,975,0,0
1.0,5,52,1,114,0,0
1.0,5,40,0,7259,1,0
0.44,6,38,1,91,1,0
1.0,6,36,1,683,0,0
1.0,5,61,0,1313,0,0
0.04,7,46,0,106,1,0
1.0,10,49,1,4128,1,0
0.45,6,63,0,568,1,0
0.41,4,33,0,204,0,0
0.51,4,57,0,204,0,0
0.12,9,23,0,4128,0,0
1.0,7,37,0,27,0,0
0.61,6,38,1,228,1,0
1.0,5,52,1,405,0,0
1.0,5,56,0,2733,0,0
1.0,5,41,0,2733,1,0
1.0,5,59,0,4762,0,0
1.0,9,63,0,658,0,0
1.0,5,34,1,52,1,0
1.0,4,71,0,87,0,0
1.0,7,50,1,1313,1,0
1.0,5,54,1,1313,0,0
0.75,7,52,1,72,1,0
1.0,4,50,0,1313,1,0
1.0,7,74,0,614,0,0
1.0,4,61,0,1501,1,0
0.75,7,66,1,1397,1,1
0.03,6,61,0,193,0,1
0.27,9,59,0,166,1,0
1.0,6,54,1,1601,0,0
0.96,7,55,1,425,0,0
1.0,4,49,0,1397,0,0
1.0,6,67,1,187,1,0
1.0,6,67,0,1002,0,0
1.0,6,68,0,1005,0,0
0.98,5,53,0,27000,0,0
0.1,10,42,0,1191,0,0
0.37,6,41,0,10961,1,0
0.39,5,50,1,906,0,0
1.0,6,49,1,69,0,0
1.0,6,59,0,2472,0,0
0.41,7,71,1,17,1,0
0.8,11,36,0,104,1,0
1.0,6,42,0,2415,1,0
1.0,6,42,0,2415,0,0
1.0,7,45,1,2415,1,0
0.77,5,62,1,3095,0,0
0.77,5,62,1,3095,1,0
0.77,5,62,1,3095,0,0
0.62,7,59,1,1571,1,0
1.0,6,73,1,783,0,0
1.0,7,72,0,280,1,0
1.0,6,47,1,27,1,0
1.0,7,72,0,57,1,0
0.95,4,74,0,36,1,1
1.0,6,72,0,60,0,0
1.0,10,65,0,22,0,0
1.0,6,60,1,1313,0,0
0.23,6,30,0,30,0,0
1.0,7,37,0,37,1,0
1.0,6,30,1,100,0,0
1.0,6,45,1,59,1,0
1.0,7,45,1,59,1,0
0.32,6,46,1,36,0,0
1.0,8,54,1,289,0,0
1.0,4,48,0,75,1,0
0.33,5,45,0,1110,1,0
1.0,7,48,0,533,1,0
1.0,5,45,1,3688,1,0
1.0,4,44,0,192,1,0
1.0,6,45,1,11,1,0
1.0,8,37,1,53,1,0
0.91,7,26,1,23,0,0
1.0,7,84,1,57,1,0
0.34,7,71,1,186,1,0
0.13,10,33,0,1974,0,0
1.0,4,65,0,776,0,0
1.0,6,70,0,776,1,0
1.0,6,47,1,478,1,0
1.0,11,56,0,27000,0,0
0.28,11,57,0,434,1,0
1.0,6,47,1,280,1,0
1.0,5,45,0,182,0,0
0.39,4,67,0,1064,1,0
1.0,4,68,0,634,1,0
0.54,4,26,1,50,0,0
0.91,5,70,0,837,1,0
1.0,6,50,1,634,0,0
1.0,6,31,1,1054,1,0
1.0,5,48,1,44,1,0
1.0,12,47,1,658,1,0
1.0,6,50,1,2446,1,0
0.49,8,30,1,72,0,0
0.43,7,28,0,34,0,1
0.25,7,54,0,1054,0,0
1.0,4,72,0,1199,0,0
0.67,7,25,1,1408,1,0
0.95,5,29,1,1408,1,0
0.49,5,69,1,716,1,0
1.0,6,69,1,3317,1,0
0.93,5,53,0,3317,0,0
0.4,5,53,1,3317,1,0
1.0,5,54,0,3317,0,0
1.0,4,56,0,22,1,0
1.0,7,34,1,1408,1,0
1.0,5,36,1,1408,1,0
1.0,6,59,1,1408,1,0
1.0,7,51,0,320,0,0
0.66,7,30,0,1408,0,0
0.4,6,40,1,484,0,1
0.57,5,28,1,203,0,0
1.0,7,33,0,298,0,0
1.0,7,51,0,27000,0,0
1.0,4,49,1,35,1,0
0.84,6,49,1,35,1,0
1.0,8,54,1,89,0,0
1.0,5,39,1,8455,0,0
1.0,8,58,1,31,1,0
1.0,5,44,1,805,1,0
0.76,7,53,1,78,0,0
1.0,10,60,1,11,0,0
1.0,7,44,1,66,1,0
1.0,4,39,0,146,1,0
1.0,5,82,1,91,1,0
0.75,7,28,1,432,1,0
1.0,7,72,0,2906,0,0
1.0,4,42,0,4348,0,0
1.0,4,85,0,9,0,0
1.0,5,58,0,393,1,0
1.0,6,41,1,80,1,1
1.0,6,44,0,3688,1,0
1.0,7,47,1,380,0,0
1.0,5,54,0,3688,1,0
0.73,9,47,0,135,1,0
1.0,8,54,1,3688,0,0
1.0,5,60,0,1110,0,0
1.0,6,72,0,135,0,0
0.75,6,64,1,348,0,0
0.75,5,27,1,157,1,0
0.28,5,49,1,84,0,0
0.07,4,64,0,3744,0,0
1.0,6,46,0,3744,0,0
0.99,8,54,1,1629,1,0
1.0,11,68,0,2715,0,0
0.25,6,43,1,1232,1,0
1.0,5,38,0,583,1,0
1.0,7,42,1,611,0,0
1.0,7,42,1,611,1,0
0.54,5,51,0,4087,0,0
1.0,5,62,0,270,1,0
1.0,8,42,1,160,0,0
1.0,6,59,1,34,0,0
1.0,6,32,0,1313,1,0
0.75,6,66,1,227,0,0
1.0,4,62,0,4436,1,1
0.86,7,49,1,2103,0,0
0.01,7,30,0,100,0,0
1.0,5,44,0,4128,1,0
1.0,7,46,1,745,1,0
0.41,4,63,1,745,0,0
1.0,8,45,1,33,0,0
1.0,6,32,1,48,0,0
0.78,6,52,1,23,0,0
1.0,6,33,1,35,1,0
0.49,8,61,1,103,0,0
0.43,6,67,1,824,1,0
1.0,7,74,0,344,0,0
1.0,5,33,1,359,1,0
0.83,10,51,1,747,1,0
0.77,4,46,0,747,0,0
0.75,7,27,0,747,1,0
0.97,12,41,1,261,1,0
1.0,9,42,0,31,0,0
1.0,6,62,1,1753,1,0
0.13,5,50,1,266,0,0
1.0,5,54,1,904,0,0
0.28,4,48,0,1753,1,0
0.91,6,79,1,582,0,0
1.0,5,50,0,44,1,0
0.26,7,53,0,38,0,0
1.0,6,26,1,38,0,0
1.0,6,32,1,14,1,1
0.65,6,62,1,29,1,1
0.04,7,58,1,91,0,0
0.48,6,39,1,136,1,0
1.0,5,40,1,31,0,0
0.52,4,20,0,64,1,0
0.52,4,20,0,64,1,0
1.0,7,39,1,1326,0,1
1.0,6,44,0,8455,0,0
1.0,6,46,1,904,1,0
1.0,6,43,1,8,0,0
1.0,6,74,1,386,0,0
1.0,6,58,0,1521,0,0
1.0,5,47,1,122,0,1
1.0,6,39,0,2446,1,0
1.0,7,40,0,636,1,0
1.0,9,40,0,845,0,0
1.0,4,80,0,1227,0,0
0.14,6,41,0,86,1,1
1.0,5,56,0,1323,0,0
0.37,7,48,1,1323,0,0
1.0,4,51,0,31,1,0
1.0,6,56,1,214,0,0
1.0,7,43,0,4982,1,0
1.0,4,58,0,45,0,0
0.02,6,49,1,139,1,0
1.0,5,80,1,741,1,0
0.74,5,69,1,41,1,0
0.91,7,56,1,3541,0,0
1.0,5,57,1,9307,0,0
1.0,8,43,0,9307,0,0
1.0,7,62,1,1217,1,0
1.0,11,49,0,4087,0,0
0.66,5,23,0,155,1,0
0.4,8,53,1,817,0,0
1.0,12,53,1,110,0,0
1.0,4,31,1,60,0,0
0.66,7,39,0,27,0,0
0.91,5,23,1,13,0,0
1.0,9,44,1,14,0,1
0.46,6,49,1,34,1,0
0.46,6,49,1,34,0,0
1.0,9,46,0,20,1,0
0.05,5,35,1,21,1,0
1.0,7,59,1,367,1,1
1.0,4,56,0,312,1,0
1.0,7,59,0,856,0,0
1.0,5,57,1,101,0,0
0.87,5,28,1,68,0,0
1.0,5,51,1,259,1,0
1.0,5,51,1,259,1,0
1.0,8,38,0,3021,0,0
1.0,7,74,0,26,1,0
0.45,5,36,1,97,0,0
1.0,8,43,1,56,0,0
0.8,4,49,0,2715,1,0
0.86,6,54,1,575,0,0
1.0,7,37,0,17,0,0
1.0,5,50,1,23,1,0
0.75,5,26,1,56,0,0
1.0,12,65,1,27000,1,0
1.0,7,41,0,4427,1,0
1.0,10,53,1,57,1,0
0.31,8,50,1,50,1,0
1.0,5,83,1,3430,1,0
0.38,4,79,0,3688,0,0
1.0,4,47,1,82,1,0
1.0,5,76,0,72,0,0
1.0,7,40,0,31,1,0
0.7,4,44,1,98,0,0
1.0,5,41,1,1054,0,0
1.0,7,48,1,1054,0,0
0.07,7,56,1,1054,0,0
0.11,4,50,1,41,1,0
1.0,7,49,0,1054,0,0
1.0,5,33,1,1054,1,1
1.0,10,50,1,85,1,0
0.06,4,90,0,181,1,0
1.0,5,60,1,3744,1,0
1.0,8,50,0,3744,0,0
1.0,5,81,1,9307,1,0
0.89,7,34,1,8549,1,0
1.0,6,79,0,277,0,0
1.0,7,42,0,4348,0,1
1.0,5,78,1,31,0,0
1.0,5,78,1,31,1,0
1.0,4,31,0,4087,1,0
1.0,6,26,1,30,0,0
1.0,7,36,0,79,0,0
0.72,9,36,0,79,0,0
1.0,11,54,1,182,0,0
1.0,10,45,0,96,1,0
0.08,5,41,0,242,1,0
0.84,11,51,0,472,0,1
0.44,10,45,0,653,0,0
1.0,7,39,0,2411,0,1
0.42,7,53,0,1329,0,1
1.0,8,62,0,2526,0,0
1.0,8,62,0,2526,0,0
0.11,5,30,1,17,0,1
0.75,5,57,1,4496,0,0
0.47,7,26,0,1329,1,0
1.0,6,46,1,69,0,0
0.73,5,37,0,399,0,0
0.18,6,36,1,18,0,0
1.0,12,31,0,27000,0,0
1.0,7,53,0,511,1,0
0.86,10,36,1,8,0,0
1.0,6,26,1,399,0,0
1.0,11,58,1,23,0,0
1.0,10,63,0,399,0,0
0.75,5,21,1,399,0,0
0.05,12,33,0,23396,0,0
0.89,5,43,0,113,0,0
1.0,7,46,1,113,0,0
1.0,7,71,0,1328,0,0
0.56,6,52,1,5449,0,1
0.22,7,26,0,1328,0,0
1.0,4,49,1,831,1,0
0.85,5,28,1,831,1,0
0.95,6,45,1,831,1,0
1.0,6,49,1,3341,0,0
0.07,6,31,1,831,0,0
0.65,6,20,0,79,0,0
0.49,6,26,0,3103,0,0
1.0,4,41,1,745,0,0
1.0,7,39,1,129,1,0
0.23,5,56,1,745,1,0
0.13,4,39,1,680,1,0
0.63,4,45,1,50,1,0
1.0,13,38,1,40,0,0
1.0,6,70,0,16533,1,0
1.0,8,27,1,42,1,0
1.0,6,62,1,2620,1,0
1.0,4,29,0,3021,0,0
0.6,5,46,0,72,0,0
0.42,6,77,0,153,0,0
0.87,7,57,1,71,1,0
1.0,7,37,0,4116,1,0
0.85,5,72,1,136,1,0
1.0,5,44,0,4116,0,0
1.0,7,28,1,3214,1,0
0.46,4,45,0,17,0,0
1.0,7,57,1,11,1,0
1.0,6,49,1,11,0,0
0.29,5,42,0,142,0,0
1.0,7,46,1,194,0,0
0.35,5,42,0,3317,1,1
0.53,5,53,0,3317,1,0
1.0,6,37,1,8880,1,0
0.82,6,26,1,6485,0,0
1.0,4,40,0,1313,1,0
0.96,5,30,1,5539,0,0
1.0,6,56,1,617,0,0
1.0,5,40,1,357,1,0
1.0,7,42,0,3457,0,0
1.0,5,53,1,115,0,1
0.31,4,72,0,8455,0,0
1.0,10,36,1,8455,1,0
1.0,9,45,0,220,1,0
1.0,5,62,1,8455,1,0
0.33,15,59,0,3457,1,0
0.89,7,31,0,1521,1,0
1.0,6,36,1,884,1,1
0.45,6,37,1,500,1,0
0.07,6,72,0,2674,1,0
0.66,6,36,0,2446,0,0
1.0,7,66,0,4762,1,0
1.0,4,25,0,4762,0,0
1.0,5,42,1,74,0,0
1.0,6,54,1,4762,1,0
1.0,7,39,1,103,1,0
1.0,10,85,0,4128,1,1
1.0,10,85,0,4128,1,0
1.0,5,46,1,22,0,0
1.0,4,32,0,226,0,0
1.0,7,61,1,133,0,0
1.0,6,35,1,49,1,0
1.0,12,41,1,122,0,0
1.0,10,48,1,122,0,0
1.0,12,62,1,562,1,0
1.0,7,77,0,886,0,0
1.0,6,53,1,46,0,0
1.0,11,45,0,562,0,0
1.0,12,64,0,47,1,0
1.0,10,43,1,298,0,0
1.0,7,49,1,30,0,0
1.0,7,49,1,30,0,0
1.0,5,33,1,295,0,1
0.51,6,49,0,2216,0,0
0.95,5,42,1,1250,0,0
1.0,5,49,0,2216,1,0
0.01,7,53,0,3258,0,0
1.0,6,52,0,8915,1,1
1.0,7,51,0,5628,0,0
1.0,7,51,0,5628,0,0
1.0,8,58,1,3240,1,0
0.75,7,59,1,4436,0,0
0.51,6,51,0,282,1,0
1.0,6,60,1,38,1,0
1.0,6,31,1,133,0,1
1.0,6,31,1,3457,0,0
1.0,7,49,0,177,0,0
1.0,7,54,1,94,0,1
1.0,5,26,1,3744,0,0
1.0,6,39,0,3744,0,0
0.64,6,49,1,330,0,0
0.96,4,48,0,3744,0,0
0.39,4,29,0,74,1,0
0.11,6,57,1,175,1,0
1.0,7,49,1,67,0,0
1.0,9,57,0,43,1,0
1.0,8,39,1,4116,1,0
1.0,6,53,0,4087,0,0
1.0,7,44,0,2044,0,1
0.99,5,41,1,23,0,0
0.67,15,35,0,1426,0,0
1.0,6,47,0,214,1,0
1.0,6,55,1,72,0,0
0.54,4,30,1,16,0,0
0.88,10,65,0,70,1,0
1.0,6,32,1,78,0,0
1.0,12,55,0,325,0,1
0.37,5,32,0,135,1,0
1.0,4,52,0,9307,1,0
1.0,5,52,1,1110,1,0
1.0,7,57,0,1284,1,0
0.29,6,56,1,1284,1,0
0.46,4,49,0,83,0,0
1.0,7,49,0,300,1,0
0.46,6,57,1,741,0,1
0.55,7,44,0,31,0,0
1.0,6,69,1,14,1,0
1.0,8,71,1,133,0,0
1.0,7,30,1,741,0,0
0.13,5,51,0,201,0,0
0.28,9,41,0,9215,1,0
0.93,7,43,1,511,1,0
0.83,6,19,1,511,1,0
1.0,6,61,1,1326,1,0
0.3,6,53,1,4939,1,0
0.12,7,51,0,5628,0,0
1.0,5,55,1,1298,1,0
1.0,4,52,0,17140,1,0
1.0,6,37,0,17140,0,0
1.0,10,55,0,5539,1,0
0.33,7,27,0,2740,0,0
0.55,4,37,0,2740,0,0
1.0,5,33,1,1313,0,0
1.0,6,31,1,1313,1,0
1.0,7,52,1,155,0,0
0.05,4,29,1,33,1,0
1.0,9,67,0,1704,1,0
0.01,6,29,1,1704,1,0
1.0,5,57,1,315,0,0
1.0,6,41,1,1232,0,0
0.19,5,33,0,3744,0,1
0.5,4,72,1,47,0,1
0.83,11,51,0,2715,0,0
1.0,8,40,1,38,1,0
1.0,7,55,0,37,0,0
0.41,5,39,1,473,1,0
0.58,5,39,1,473,0,0
1.0,4,53,0,9096,0,0
1.0,9,58,0,473,1,0
1.0,7,51,0,4579,0,0
1.0,7,51,0,4579,1,0
1.0,7,60,0,2054,1,0
0.16,7,21,0,1316,0,0
0.95,9,21,0,4579,0,0
1.0,7,62,0,4579,1,0
1.0,7,49,1,4762,1,0
0.72,7,38,0,467,0,0
0.84,9,59,0,1381,1,0
0.84,9,59,0,1381,1,0
0.45,6,26,1,3457,0,0
1.0,6,33,1,8455,0,0
0.3,5,30,0,8455,1,1
0.89,5,26,1,4172,1,0
0.46,7,41,1,1541,0,0
0.18,7,33,1,8455,1,1
1.0,7,33,1,8455,1,0
0.09,7,24,1,8455,1,0
0.39,5,46,1,8455,1,0
0.28,5,48,0,3859,1,0
0.43,6,35,1,34,0,0
0.65,7,67,1,11,1,0
1.0,4,49,0,56,1,0
0.58,4,27,1,194,0,0
1.0,8,51,0,52,1,0
0.42,6,35,0,824,1,0
1.0,7,57,0,634,0,0
0.71,7,35,0,979,1,0
0.53,8,58,1,2105,1,0
1.0,7,83,0,8455,0,0
1.0,13,82,0,1521,0,0
0.85,12,43,1,9307,1,0
0.87,7,64,1,398,0,0
1.0,6,46,0,904,1,0
1.0,5,34,1,3457,1,0
1.0,6,77,1,4172,1,0
1.0,5,80,0,8455,1,0
1.0,4,55,0,8455,0,0
1.0,11,61,1,1426,1,0
0.54,7,43,1,8455,0,1
0.54,5,60,1,1541,0,0
1.0,6,39,1,131,0,0
1.0,4,46,0,4348,1,0
0.47,5,69,0,1064,0,0
0.48,6,28,0,1535,0,0
0.06,5,29,0,1601,0,0
1.0,7,75,0,478,0,0
0.16,4,55,1,71,0,0
1.0,7,40,0,408,0,0
0.58,7,48,0,295,0,0
0.9,9,19,0,21,1,0
0.68,5,45,1,318,0,0
1.0,12,52,1,44,1,0
0.45,5,69,1,12,1,0
1.0,8,37,1,159,0,0
0.98,8,22,0,448,0,0
0.98,8,22,0,448,1,0
1.0,4,67,0,194,0,0
0.98,10,48,1,58,0,0
1.0,11,52,0,1284,0,0
0.48,7,24,0,4128,1,0
0.88,7,20,0,1284,1,0
1.0,7,67,1,1284,0,0
1.0,10,50,1,1284,1,0
1.0,6,29,1,1284,0,0
1.0,6,78,1,3657,1,0
1.0,6,42,1,298,0,0
0.24,6,48,0,3744,1,0
0.87,5,36,0,177,0,0
0.75,6,68,1,3744,0,0
0.53,6,30,0,1403,0,1
1.0,6,40,1,142,0,0
1.0,6,31,1,27,0,0
1.0,6,53,1,8,0,0
1.0,7,34,1,81,1,0
0.92,8,52,1,69,0,0
0.92,7,52,1,69,1,0
1.0,5,56,1,42,1,0
0.24,4,30,0,1314,1,0
1.0,6,56,1,1314,0,0
0.31,5,54,1,949,0,1
0.01,7,22,1,949,0,0
1.0,7,60,0,286,0,0
0.35,5,41,1,4327,1,0
0.4,6,42,1,493,0,1
0.18,7,33,1,58,0,0
1.0,5,83,0,286,0,0
1.0,6,27,1,957,0,0
1.0,5,27,0,1408,1,0
1.0,8,57,1,44,1,0
1.0,6,41,1,1408,1,0
1.0,6,41,1,1408,1,0
0.01,6,38,1,4128,1,0
0.21,11,53,0,301,1,0
1.0,6,30,1,37,1,0
1.0,5,61,1,2620,1,0
1.0,6,65,1,91,0,0
0.91,5,50,1,91,1,0
1.0,5,70,0,37,1,1
1.0,4,30,0,4810,1,0
0.73,9,23,0,2715,0,0
1.0,6,54,1,431,0,0
0.47,4,40,0,741,1,0
0.71,5,36,1,741,0,0
0.79,6,33,1,110,1,0
1.0,11,36,1,741,1,0
0.54,4,51,0,741,1,0
0.69,9,31,0,38,1,1
0.18,5,37,1,35,0,0
1.0,8,40,1,741,1,0
0.03,4,38,1,101,0,0
0.42,8,42,0,14,1,1
1.0,5,62,1,179,0,0
1.0,8,59,1,5449,1,0
1.0,6,50,1,201,1,0
1.0,6,50,1,201,1,0
0.75,6,47,1,5449,0,0
0.74,9,41,1,745,0,0
1.0,7,64,0,382,0,0
0.63,8,52,0,5449,0,0
1.0,4,78,0,3317,1,0
1.0,7,79,0,3317,1,0
0.85,10,51,1,3317,1,0
1.0,4,46,0,3317,1,0
0.91,5,35,1,609,1,0
0.71,5,40,1,2252,1,0
0.97,5,25,1,27000,1,0
1.0,5,59,1,1268,1,0
1.0,5,30,0,16291,0,0
0.53,7,55,1,1054,0,0
1.0,6,62,1,37,0,0
0.15,7,53,1,484,1,0
1.0,5,70,1,713,1,0
0.19,4,46,0,330,0,0
0.25,5,25,0,484,1,0
0.39,6,44,1,36,1,0
0.39,6,44,1,36,1,0
1.0,7,47,1,61,0,0
1.0,7,40,0,120,0,0
1.0,6,46,1,133,1,0
1.0,6,41,0,6736,1,0
0.87,7,53,0,7444,0,0
1.0,5,39,0,6736,1,0
1.0,5,46,0,27000,0,0
0.52,7,62,0,3744,0,0
1.0,5,51,1,2715,0,0
0.55,6,78,1,3744,0,0
0.55,6,78,1,3744,0,0
1.0,5,75,1,94,0,0
0.9,4,47,1,229,1,0
1.0,5,39,0,47,0,0
0.49,9,56,0,448,1,0
1.0,5,34,1,285,0,0
1.0,9,57,1,94,0,0
0.54,5,54,1,23,1,0
0.91,6,68,1,335,0,0
1.0,7,84,0,2740,0,0
0.23,7,44,1,2740,0,0
0.83,7,30,0,97,1,0
0.88,7,69,1,107,1,0
0.57,4,56,0,1110,1,0
0.15,7,45,0,96,1,0
1.0,6,60,1,854,1,0
1.0,5,30,1,226,1,0
0.54,6,45,1,194,0,0
1.0,6,34,1,3688,1,0
1.0,6,39,1,35,1,0
1.0,6,62,1,378,1,0
1.0,6,62,1,378,0,1
1.0,6,53,1,398,1,0
0.52,6,51,0,209,1,0
1.0,5,39,0,9307,0,0
1.0,6,32,1,194,1,0
1.0,5,41,0,1323,1,1
1.0,10,42,0,1323,1,0
0.79,6,50,1,1323,1,0
0.79,6,50,1,1323,1,1
0.12,4,53,0,4116,0,1
0.54,6,51,0,2399,0,0
1.0,6,43,1,2740,0,0
1.0,6,53,1,391,1,0
1.0,7,59,0,1466,0,0
0.16,4,46,0,12,1,1
0.03,6,35,0,56,1,1
0.89,6,61,1,83,1,0
1.0,6,34,1,4116,0,0
1.0,4,57,1,205,0,0
1.0,6,50,1,64,1,0
1.0,8,50,1,64,1,0
0.66,5,25,0,2001,1,0
0.35,5,48,0,21,1,0
0.78,13,39,1,395,0,0
0.75,4,40,0,1982,0,0
0.15,6,64,1,250,1,1
0.44,7,44,1,9307,1,0
1.0,6,73,1,30,1,0
1.0,4,31,0,49,0,0
1.0,8,39,1,32,1,0
1.0,6,55,1,1313,1,0
0.98,8,53,1,86,0,0
1.0,9,47,0,45,0,0
1.0,6,51,1,12,1,0
0.54,10,54,1,983,0,0
0.37,4,55,1,24,1,0
0.03,9,60,0,1490,0,0
0.28,6,53,1,110,0,0
1.0,4,25,0,1490,1,0
1.0,7,29,1,960,0,0
0.99,7,22,0,290,1,0
0.28,6,40,1,416,0,0
1.0,7,42,0,1064,1,0
0.75,4,51,0,21,1,0
0.33,7,42,0,30,0,0
1.0,4,46,0,1064,0,0
0.37,10,28,0,3866,0,0
0.37,10,28,0,3866,1,0
1.0,7,48,0,1064,0,0
0.99,11,47,1,3866,0,0
0.65,7,58,0,3866,1,0
1.0,5,30,1,3386,0,0
0.75,5,49,1,3386,0,0
0.77,14,50,0,1192,1,0
0.45,9,27,1,1192,0,0
1.0,10,40,1,458,0,0
0.66,6,46,1,3386,0,0
0.62,7,25,0,3386,1,0
1.0,12,53,0,3744,0,0
1.0,6,44,0,2715,1,0
0.94,5,62,0,1629,0,0
0.72,6,58,1,1232,1,0
0.01,6,23,1,737,0,0
1.0,11,64,0,30,1,0
1.0,7,44,0,1541,1,0
1.0,7,44,0,1541,1,0
0.51,6,21,0,86,0,0
0.8,6,71,1,120,0,0
0.31,6,28,0,90,1,0
0.76,6,50,1,550,0,0
0.57,5,33,1,139,0,0
0.42,7,63,0,112,0,0
1.0,5,49,1,359,1,0
0.37,7,37,1,174,0,0
1.0,5,40,1,155,1,0
1.0,4,52,0,1085,1,0
0.44,7,24,0,1635,1,0
0.46,7,31,1,904,0,0
0.28,5,21,1,1976,1,0
0.43,6,40,1,157,1,0
0.54,7,24,0,1753,0,0
0.62,6,44,1,3852,1,0
0.86,11,20,1,56,0,1
0.81,6,21,1,1594,1,0
1.0,6,27,1,241,1,0
1.0,6,41,1,1060,1,1
0.5,4,46,1,63,1,1
1.0,5,41,1,10,1,0
0.2,4,55,1,4116,0,0
1.0,5,74,0,300,0,0
0.49,7,44,1,12,1,0
1.0,7,43,0,1445,1,0
1.0,6,75,0,4348,1,0
1.0,11,68,0,78,1,0
1.0,5,39,0,6902,0,0
1.0,7,37,0,2446,0,0
1.0,6,60,0,4762,0,0
0.93,7,49,1,4762,1,0
0.81,4,39,0,4762,1,0
1.0,10,59,0,203,0,1
1.0,5,75,0,776,0,0
1.0,5,39,0,1601,0,0
1.0,13,61,0,1343,0,0
1.0,6,76,1,27,0,0
1.0,6,53,0,10,0,1
1.0,6,41,1,26,1,0
1.0,13,51,1,9307,0,0
0.16,6,26,1,2051,0,1
0.31,7,44,1,9307,0,0
1.0,8,52,1,187,0,0
1.0,9,56,1,905,1,0
1.0,7,40,0,542,0,0
1.0,7,52,1,9307,1,0
0.66,5,51,0,263,1,0
