"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
295476,1238,1,1,"d",7,52,"Renault, Nissan or Citroen","Regular","Centre",92
295480,1215,1,1,"f",14,48,"Opel, General Motors or Ford","Regular","Centre",41
295507,801,1,0.74,"e",16,51,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",117
295513,3076,2,1,"f",2,43,"Renault, Nissan or Citroen","Diesel","Centre",1027
295513,1010,2,1,"f",2,43,"Renault, Nissan or Citroen","Diesel","Centre",1027
295523,1178,1,0.36,"f",12,21,"Renault, Nissan or Citroen","Regular","Centre",1313
295526,212,1,1,"f",8,31,"Renault, Nissan or Citroen","Diesel","Bretagne",3386
295543,1187,1,0.28,"e",15,52,"Renault, Nissan or Citroen","Regular","Centre",78
295578,82,1,1,"f",9,44,"Renault, Nissan or Citroen","Regular","Centre",14
295590,88,1,1,"f",3,58,"Renault, Nissan or Citroen","Regular","Centre",12
295625,1210,1,0.33,"d",2,36,"Renault, Nissan or Citroen","Regular","Basse-Normandie",28
295644,18,1,1,"d",10,27,"other","Regular","Nord-Pas-de-Calais",114
295697,88,1,1,"i",3,70,"Renault, Nissan or Citroen","Regular","Centre",131
295735,5484,1,0.75,"e",16,20,"Renault, Nissan or Citroen","Diesel","Bretagne",247
295756,493,1,1,"h",4,46,"Renault, Nissan or Citroen","Diesel","Centre",85
295819,1225,1,1,"e",3,33,"Opel, General Motors or Ford","Diesel","Centre",44
295833,1751,1,0.48,"g",1,54,"Opel, General Motors or Ford","Diesel","Centre",1313
295847,6653,1,0.4,"k",0,55,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",4998
295883,82,1,1,"h",3,51,"Renault, Nissan or Citroen","Regular","Ile-de-France",416
295930,1211,1,1,"l",1,63,"Mercedes, Chrysler or BMW","Diesel","Bretagne",473
295936,1165,1,0.73,"g",3,82,"other","Diesel","Centre",1054
295991,1193,1,1,"m",1,41,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",74
296009,1277,1,0.66,"k",1,67,"Japanese (except Nissan) or Korean","Diesel","Bretagne",634
296016,1263,1,1,"d",26,52,"Renault, Nissan or Citroen","Regular","Centre",35
296031,1241,1,0.55,"d",13,20,"Opel, General Motors or Ford","Regular","Centre",45
296051,1231,1,1,"j",10,77,"Japanese (except Nissan) or Korean","Diesel","Centre",24
296057,596,1,1,"e",1,56,"Renault, Nissan or Citroen","Regular","Centre",182
296084,813,1,1,"d",1,25,"Renault, Nissan or Citroen","Diesel","Bretagne",634
296088,1239,1,1,"g",3,48,"Mercedes, Chrysler or BMW","Diesel","Bretagne",747
296093,1230,1,0.13,"g",1,24,"Mercedes, Chrysler or BMW","Diesel","Bretagne",139
296114,651,1,0.45,"e",3,48,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",657
296120,594,1,0.35,"d",2,37,"Renault, Nissan or Citroen","Regular","Bretagne",3386
296125,1209,1,1,"h",4,35,"Mercedes, Chrysler or BMW","Regular","Centre",144
296132,1307,1,0.32,"g",18,23,"Renault, Nissan or Citroen","Regular","Centre",91
296138,214,1,0.94,"d",0,58,"Renault, Nissan or Citroen","Diesel","Centre",741
296147,78,1,1,"g",11,22,"Renault, Nissan or Citroen","Diesel","Centre",72
296168,1216,1,0.91,"g",13,43,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",97
296175,2063,1,0.7,"f",9,51,"Renault, Nissan or Citroen","Diesel","Centre",282
296222,1225,1,1,"j",2,54,"Mercedes, Chrysler or BMW","Diesel","Pays-de-la-Loire",983
296238,3991,1,0.8,"h",0,34,"Fiat","Diesel","Centre",222
296244,2133,1,0.75,"d",8,77,"Renault, Nissan or Citroen","Diesel","Centre",84
296247,806,1,0.67,"h",0,40,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",15
296257,1206,1,0.67,"d",7,21,"Opel, General Motors or Ford","Diesel","Centre",1313
296275,1179,1,0.4,"e",7,27,"Renault, Nissan or Citroen","Regular","Bretagne",473
296343,1603,1,0.44,"f",13,44,"Renault, Nissan or Citroen","Diesel","Centre",88
296348,1215,1,0.92,"i",2,44,"Fiat","Regular","Centre",29
296349,784,1,0.64,"j",7,46,"Renault, Nissan or Citroen","Regular","Centre",155
296384,613,1,0.72,"g",0,39,"Mercedes, Chrysler or BMW","Diesel","Pays-de-la-Loire",4128
296404,83,1,0.5,"f",10,60,"Renault, Nissan or Citroen","Diesel","Centre",7
296413,2370,1,0.49,"f",0,39,"Volkswagen, Audi, Skoda or Seat","Diesel","Bretagne",65
296465,1140,1,0.53,"g",0,50,"Opel, General Motors or Ford","Diesel","Centre",1943
296468,1163,1,0.33,"j",8,28,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
296476,2194,1,0.8,"e",9,30,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",39
296536,1201,1,0.13,"h",14,33,"Renault, Nissan or Citroen","Diesel","Centre",1313
296558,1197,1,0.09,"g",7,49,"Renault, Nissan or Citroen","Diesel","Bretagne",97
296794,1536,1,0.24,"f",2,48,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",2575
296923,2975,1,0.24,"f",3,52,"Opel, General Motors or Ford","Diesel","Ile-de-France",5460
296974,2535,1,0.24,"e",7,56,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",7313
296981,582,1,0.24,"g",2,70,"Renault, Nissan or Citroen","Regular","Ile-de-France",4301
297239,796,1,0.24,"k",13,30,"Mercedes, Chrysler or BMW","Diesel","Centre",4116
297253,265,1,0.24,"f",5,47,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1287
297324,8948,1,0.24,"h",4,40,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",6944
297379,3049,1,0.24,"l",1,54,"Mercedes, Chrysler or BMW","Diesel","Pays-de-la-Loire",112
297504,5108,1,0.08,"g",11,26,"Renault, Nissan or Citroen","Regular","Centre",1127
298104,1035,1,0.08,"f",7,43,"Renault, Nissan or Citroen","Diesel","Ile-de-France",10156
298138,996,1,0.08,"f",3,30,"Opel, General Motors or Ford","Diesel","Aquitaine",520
298169,1137,1,0.08,"f",6,31,"Volkswagen, Audi, Skoda or Seat","Regular","Pays-de-la-Loire",4128
298445,2929,1,0.08,"g",2,49,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",4059
298681,156,1,0.08,"f",11,30,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",2039
298871,1465,1,0.08,"d",2,29,"Opel, General Motors or Ford","Diesel","Ile-de-France",10477
298879,400,1,0.08,"g",10,42,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",2767
298971,825,1,0.08,"e",4,38,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",735
299099,267,1,0.08,"k",1,47,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",5460
299124,444,1,0.08,"k",3,27,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",3866
299152,2896,2,0.08,"d",17,40,"Renault, Nissan or Citroen","Regular","Aquitaine",1294
299152,1432,2,0.08,"d",17,40,"Renault, Nissan or Citroen","Regular","Aquitaine",1294
299301,783,1,0.24,"i",3,51,"Renault, Nissan or Citroen","Diesel","Aquitaine",280
299395,77,1,0.24,"f",3,31,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",36
299443,1831,1,0.24,"e",11,41,"Renault, Nissan or Citroen","Diesel","Aquitaine",81
299465,688,1,0.24,"e",11,56,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",27
299503,2390,1,0.24,"f",11,36,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",480
299770,2390,1,0.16,"d",8,47,"Renault, Nissan or Citroen","Diesel","Ile-de-France",6736
299818,1858,1,0.16,"g",13,39,"Renault, Nissan or Citroen","Regular","Aquitaine",4348
299853,1257,1,0.16,"d",11,42,"Fiat","Regular","Aquitaine",2906
299868,1362,1,0.16,"f",15,29,"Renault, Nissan or Citroen","Diesel","Aquitaine",107
299889,1016,1,0.16,"e",4,21,"Renault, Nissan or Citroen","Diesel","Centre",83
300263,1338,1,0.07,"f",1,40,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",4059
300411,1763,1,0.07,"j",15,35,"Renault, Nissan or Citroen","Regular","Centre",1064
300533,1307,1,0.07,"d",1,72,"Opel, General Motors or Ford","Diesel","Bretagne",114
300557,5427,1,0.07,"e",6,49,"Opel, General Motors or Ford","Diesel","Aquitaine",4348
300731,656,1,0.07,"f",3,33,"Renault, Nissan or Citroen","Diesel","Ile-de-France",6944
300949,2923,1,0.07,"i",14,41,"Renault, Nissan or Citroen","Regular","Aquitaine",2927
301244,1620,1,0.07,"e",10,31,"Opel, General Motors or Ford","Diesel","Nord-Pas-de-Calais",677
301295,2298,1,0.07,"f",3,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",5460
301610,1459,1,0.07,"e",4,50,"Renault, Nissan or Citroen","Diesel","Aquitaine",2580
301973,657,1,0.07,"g",1,48,"Opel, General Motors or Ford","Diesel","Nord-Pas-de-Calais",508
302066,433,1,0.07,"f",5,51,"Renault, Nissan or Citroen","Regular","Haute-Normandie",151
302573,2872,1,0.08,"e",7,53,"Renault, Nissan or Citroen","Diesel","Aquitaine",356
302576,1508,1,0.08,"h",6,54,"Renault, Nissan or Citroen","Diesel","Centre",2715
302660,887,1,0.16,"i",17,33,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",2983
302741,954,1,0.24,"f",8,73,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",149
302759,61,1,0.1,"d",0,48,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",632
303133,769,1,0.08,"h",3,47,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",404
303139,5968,1,0.08,"g",6,41,"Renault, Nissan or Citroen","Diesel","Aquitaine",679
303389,4183,1,0.08,"i",11,38,"Mercedes, Chrysler or BMW","Diesel","Nord-Pas-de-Calais",1451
303580,1427,1,0.08,"e",4,26,"Fiat","Diesel","Aquitaine",4348
303585,1701,1,0.08,"g",13,43,"Renault, Nissan or Citroen","Regular","Aquitaine",1882
303732,204,1,0.08,"f",13,35,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",216
303907,1031,1,0.08,"e",10,36,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",4128
304172,281,2,0.08,"d",2,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",3442
304172,576,2,0.08,"d",2,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",3442
304313,566,1,0.08,"d",2,31,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",3866
304344,749,1,0.08,"g",15,46,"Opel, General Motors or Ford","Regular","Ile-de-France",2699
304744,5134,1,0.08,"g",1,50,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",2044
304781,1103,1,0.08,"k",6,45,"Mercedes, Chrysler or BMW","Diesel","Centre",1064
304963,3783,1,0.21,"h",15,47,"other","Diesel","Centre",239
304993,1097,1,0.05,"d",13,35,"Opel, General Motors or Ford","Diesel","Centre",3866
305015,942,1,0.06,"e",13,30,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",879
305054,1416,1,0.03,"f",7,53,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",1027
305077,2546,1,0.22,"f",0,42,"Renault, Nissan or Citroen","Diesel","Ile-de-France",10156
305466,394,1,0.66,"i",4,67,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
305574,318,1,0.87,"j",10,34,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3661
305630,1204,1,0.63,"i",5,66,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
305742,1229,1,0.79,"i",4,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
305784,652,2,0.28,"f",1,48,"Japanese (except Nissan) or Korean","Regular","Aquitaine",175
305784,73417,2,0.28,"f",1,48,"Japanese (except Nissan) or Korean","Regular","Aquitaine",175
305804,1119,1,0.79,"f",10,53,"Renault, Nissan or Citroen","Regular","Ile-de-France",9082
305914,1202,1,0.28,"j",4,64,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",5859
305926,1210,1,0.28,"e",4,38,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",17140
306043,1645,1,0.31,"j",4,56,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",255
306071,644,1,0.63,"g",1,49,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",15703
306074,1195,1,0.36,"d",4,74,"Japanese (except Nissan) or Korean","Regular","Aquitaine",60
306095,1164,1,0.09,"g",1,66,"Japanese (except Nissan) or Korean","Diesel","Limousin",5
306164,79,1,0.45,"f",10,33,"Opel, General Motors or Ford","Regular","Ile-de-France",3238
306238,1179,1,0.35,"e",8,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Haute-Normandie",959
306351,571,2,0.53,"l",1,56,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",8
306351,1249,2,0.53,"l",1,56,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",8
306392,650,1,0.46,"e",4,54,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",4393
306418,1160,1,0.53,"k",7,54,"Mercedes, Chrysler or BMW","Regular","Poitou-Charentes",2694
306461,1159,1,0.53,"e",4,38,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5410
306512,2490,1,0.33,"g",9,30,"Renault, Nissan or Citroen","Diesel","Limousin",75
306524,1259,2,0.37,"e",15,54,"Japanese (except Nissan) or Korean","Regular","Haute-Normandie",2681
306524,107,2,0.37,"e",15,54,"Japanese (except Nissan) or Korean","Regular","Haute-Normandie",2681
306613,1256,1,0.7,"g",4,81,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5332
306725,1501,1,0.78,"e",7,33,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",9484
306758,1318,1,0.21,"d",1,53,"Japanese (except Nissan) or Korean","Regular","Limousin",20
306786,15167,1,0.41,"e",6,75,"Japanese (except Nissan) or Korean","Regular","Aquitaine",64
306824,1235,1,0.87,"g",1,62,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",200
306854,88,1,0.18,"l",0,52,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
306876,1305,1,0.55,"d",4,44,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",1700
306948,1215,1,0.94,"g",4,44,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",820
306956,1231,1,0.95,"d",10,25,"Opel, General Motors or Ford","Regular","Ile-de-France",10068
306990,1130,1,0.95,"g",1,57,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",6736
307020,2319,1,0.95,"e",2,65,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",1408
307025,1163,1,0.95,"e",4,57,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3274
307072,1203,1,0.17,"g",3,74,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",137
307141,1238,1,0.96,"d",1,43,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",47
307280,3686,1,0.12,"f",2,26,"Renault, Nissan or Citroen","Diesel","Ile-de-France",206
307448,1271,1,0.19,"d",3,61,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",6485
307517,1221,1,0.79,"j",3,31,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
307544,1208,1,0.48,"d",3,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",13719
307553,2503,1,0.75,"e",3,52,"Renault, Nissan or Citroen","Diesel","Aquitaine",55
307670,788,1,0.28,"j",10,43,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
307677,1194,2,0.71,"e",3,46,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2278
307677,200,2,0.71,"e",3,46,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2278
307685,1245,1,0.07,"h",0,31,"other","Diesel","Ile-de-France",5859
307713,1192,1,0.71,"d",3,55,"Japanese (except Nissan) or Korean","Regular","Aquitaine",1294
307718,1140,1,0.71,"l",3,52,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",15703
307732,7035,1,0.71,"e",2,58,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",886
307734,558,1,0.28,"f",4,44,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",14368
307785,778,1,0.71,"f",3,74,"Japanese (except Nissan) or Korean","Regular","Aquitaine",75
307796,575,1,0.71,"e",3,55,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",10156
307821,1177,1,0.56,"k",0,36,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",694
307830,1144,1,0.71,"f",1,37,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",4348
307899,1228,1,0.63,"e",3,59,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
307906,580,1,0.36,"i",5,43,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3724
308054,1231,1,0.45,"k",3,45,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",5177
308094,1503,2,0.1,"d",3,60,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",37
308094,561,2,0.1,"d",3,60,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",37
308097,1116,1,0.45,"e",3,50,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",943
308118,96,1,0.33,"e",1,28,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",1572
308128,4803,1,0.01,"d",3,60,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",391
308197,634,2,0.45,"g",10,44,"Opel, General Motors or Ford","Regular","Ile-de-France",5628
308197,1178,2,0.45,"g",10,44,"Opel, General Motors or Ford","Regular","Ile-de-France",5628
308222,1269,1,0.54,"j",3,33,"Japanese (except Nissan) or Korean","Regular","Aquitaine",465
308271,1201,1,0.45,"j",3,67,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
308275,1216,2,0.45,"e",3,38,"Japanese (except Nissan) or Korean","Regular","Limousin",1729
308275,933,2,0.45,"e",3,38,"Japanese (except Nissan) or Korean","Regular","Limousin",1729
308285,1245,1,0.54,"f",3,56,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2317
308291,1242,1,0.46,"d",3,53,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2019
308398,579,1,0.46,"k",3,44,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",33
308446,1174,1,0.53,"j",5,56,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",60
308448,1174,1,0.53,"e",3,52,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",6689
308503,583,2,0.13,"g",3,32,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",1571
308503,506,2,0.13,"g",3,32,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",1571
308527,704,1,0.62,"j",3,51,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",6729
308567,334,1,0.37,"d",3,75,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
308604,1186,1,0.57,"g",2,26,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",411
308626,1181,1,0.6,"d",1,25,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",4649
308687,1191,1,0.7,"f",3,60,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
308695,574,1,0.7,"f",3,48,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3386
308728,77,1,0.7,"f",3,42,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",6864
308738,518,1,0.7,"f",8,43,"Japanese (except Nissan) or Korean","Diesel","Limousin",239
308786,4338,1,0.78,"g",3,28,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",7259
308822,1217,1,0.78,"g",2,47,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",2278
308899,1175,1,0.78,"i",6,47,"Opel, General Motors or Ford","Diesel","Ile-de-France",497
308923,1232,1,0.78,"d",3,36,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
308943,1200,1,0.87,"j",2,33,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
309026,493,1,0.87,"f",1,22,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1609
309097,2948,1,0.95,"g",3,61,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",451
309198,1203,1,0.95,"j",3,37,"Japanese (except Nissan) or Korean","Regular","Aquitaine",2498
309238,1232,1,0.95,"d",1,50,"Japanese (except Nissan) or Korean","Diesel","Poitou-Charentes",2694
309264,83,1,0.95,"h",1,63,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",61
309307,857,1,0.96,"d",2,49,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2648
309334,1244,1,0.03,"d",3,42,"Japanese (except Nissan) or Korean","Regular","Bretagne",472
309353,1181,1,0.96,"d",3,44,"Japanese (except Nissan) or Korean","Regular","Aquitaine",40
309380,55077,3,0.21,"h",2,53,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",15725
309380,7593,3,0.21,"h",2,53,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",15725
309380,1230,3,0.21,"h",2,53,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",15725
309436,1113,1,0.87,"d",2,35,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",6617
309470,1200,1,0.47,"d",0,56,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",282
309574,1193,1,0.87,"g",2,37,"Japanese (except Nissan) or Korean","Diesel","Centre",84
309576,763,1,0.87,"f",2,29,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1191
309585,1259,1,0.79,"h",2,42,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",313
309593,1224,1,0.79,"e",4,27,"Fiat","Diesel","Nord-Pas-de-Calais",1780
309634,1204,1,0.79,"i",2,39,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",4358
309671,1170,1,0.4,"g",6,35,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",3023
309695,621,1,0.71,"h",2,47,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",9850
309722,1156,1,0.79,"g",0,29,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",1780
309840,1106,1,0.7,"h",1,47,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",2769
309894,1262,2,0.71,"e",2,46,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
309894,1182,2,0.71,"e",2,46,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
309902,614,1,0.18,"g",0,53,"Japanese (except Nissan) or Korean","Diesel","Limousin",1729
309930,1199,1,0.42,"k",2,48,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",60
309948,1241,1,0.28,"d",2,46,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",4925
310034,1497,1,0.28,"h",15,37,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",41
310037,1905,1,0.71,"d",2,32,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",570
310073,13559,1,0.28,"k",2,54,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",2498
310208,1206,1,0.36,"h",2,63,"Japanese (except Nissan) or Korean","Diesel","Bretagne",258
310255,640,1,0.63,"f",2,44,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
310365,1203,1,0.63,"h",2,68,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3132
310435,1182,1,0.63,"e",3,51,"Renault, Nissan or Citroen","Regular","Ile-de-France",4220
310555,1149,1,0.54,"e",2,53,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
310565,1179,1,0.45,"f",2,65,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",1191
310613,1209,1,0.54,"d",2,61,"Japanese (except Nissan) or Korean","Regular","Aquitaine",156
310620,1103,1,0.54,"h",2,57,"Japanese (except Nissan) or Korean","Diesel","Haute-Normandie",75
310624,569,1,0.45,"d",3,45,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2703
310634,2417,3,0.41,"e",10,26,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",1289
310634,3451,3,0.41,"e",10,26,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",1289
310634,156,3,0.41,"e",10,26,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",1289
310677,1183,1,0.23,"d",2,26,"Japanese (except Nissan) or Korean","Regular","Aquitaine",277
310724,1217,1,0.45,"e",2,66,"Japanese (except Nissan) or Korean","Regular","Limousin",57
310726,1189,1,0.45,"g",2,80,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",196
310756,1167,1,0.42,"d",3,61,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",101
310769,233,1,0.51,"h",1,58,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",236
310894,1207,1,0.63,"l",1,57,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",2580
310929,1205,1,0.37,"g",1,68,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",27000
311018,609,1,0.38,"d",4,28,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",3568
311025,1144,1,0.04,"d",0,75,"Japanese (except Nissan) or Korean","Regular","Centre",86
311062,5708,2,0.39,"d",1,24,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5360
311062,1619,2,0.39,"d",1,24,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",5360
311285,623,1,0.55,"h",0,40,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
311295,7466,2,0.5,"l",5,59,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
311295,5652,2,0.5,"l",5,59,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
311326,636,2,0.45,"e",1,38,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",15725
311326,1503,2,0.45,"e",1,38,"Japanese (except Nissan) or Korean","Regular","Ile-de-France",15725
311334,1155,1,0.45,"g",1,30,"Japanese (except Nissan) or Korean","Diesel","Nord-Pas-de-Calais",1557
311381,88,1,0.27,"g",8,26,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",1055
311419,76,1,0.29,"d",10,56,"other","Regular","Ile-de-France",4939
311421,408,1,0.16,"d",10,56,"other","Regular","Ile-de-France",4939
311429,1230,1,0.46,"e",4,25,"Opel, General Motors or Ford","Diesel","Bretagne",538
311457,2267,4,0.1,"d",1,31,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
311457,1221,4,0.1,"d",1,31,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
311457,1011,4,0.1,"d",1,31,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
311457,1189,4,0.1,"d",1,31,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",2983
311461,550,1,0.09,"g",7,36,"Fiat","Regular","Ile-de-France",1001
311503,1166,1,0.47,"l",1,41,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",27000
311548,1122,1,0.51,"e",1,73,"Japanese (except Nissan) or Korean","Regular","Limousin",1011
311635,1264,1,0.5,"f",8,60,"Volkswagen, Audi, Skoda or Seat","Diesel","Aquitaine",1445
311639,1154,1,0.5,"d",1,30,"Japanese (except Nissan) or Korean","Diesel","Ile-de-France",6485
