PolicyID,ClaimNb,Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density,ClaimAmount
346318,1,0.91,k,12,42,"Mercedes, Chrysler or BMW",Diesel,Pays-de-la-Loire,763,401
346326,1,1.0,f,15,66,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,1408,1176
346328,2,0.99,f,26,54,"Volkswagen, Audi, Skoda or Seat",Regular,Pays-de-la-Loire,1408,639
346328,2,0.99,f,26,54,"Volkswagen, Audi, Skoda or Seat",Regular,Pays-de-la-Loire,1408,157
346371,1,0.45,h,6,43,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,64,4227
346409,1,1.0,e,10,43,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,53,1183
346417,1,1.0,f,12,44,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,1408,1256
346418,1,1.0,f,13,21,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,1408,1200
346420,1,0.66,g,15,29,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,218,1244
346477,1,0.16,g,9,58,"Opel, General Motors or Ford",Diesel,Bretagne,644,1193
346498,1,0.82,f,0,54,"Renault, Nissan or Citroen",Diesel,Bretagne,94,4060
346570,1,1.0,e,14,55,"Renault, Nissan or Citroen",Regular,Centre,105,349
346622,1,1.0,i,1,71,"Mercedes, Chrysler or BMW",Diesel,Centre,105,1110
346725,1,0.87,d,10,26,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,444,1186
346741,1,0.48,e,9,25,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,817,1051
346748,1,1.0,f,6,33,"Renault, Nissan or Citroen",Diesel,Bretagne,98,1169
346772,1,0.71,f,10,45,Japanese (except Nissan) or Korean,Regular,Bretagne,473,1208
346775,1,1.0,g,5,73,Japanese (except Nissan) or Korean,Regular,Bretagne,473,1300
346795,1,1.0,g,3,60,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,473,1233
346804,1,0.45,f,8,33,"Renault, Nissan or Citroen",Diesel,Bretagne,112,1218
346819,1,1.0,d,4,72,"Renault, Nissan or Citroen",Regular,Bretagne,473,1259
346827,2,1.0,f,6,59,"Renault, Nissan or Citroen",Regular,Bretagne,125,1204
346827,2,1.0,f,6,59,"Renault, Nissan or Citroen",Regular,Bretagne,125,1167
346874,1,1.0,e,4,39,"Renault, Nissan or Citroen",Diesel,Centre,106,205
346914,1,0.77,j,1,62,"Renault, Nissan or Citroen",Diesel,Centre,155,1397
346920,1,0.21,e,21,43,"Renault, Nissan or Citroen",Regular,Centre,109,1209
346986,1,0.53,f,12,33,"Renault, Nissan or Citroen",Regular,Bretagne,747,1206
347028,1,1.0,g,4,45,"Renault, Nissan or Citroen",Regular,Basse-Normandie,436,645
347034,2,1.0,l,2,38,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,28,3554
347034,2,1.0,l,2,38,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,28,162
347062,1,0.04,d,12,20,"Renault, Nissan or Citroen",Regular,Centre,405,140
347072,1,0.92,e,2,75,"Renault, Nissan or Citroen",Diesel,Centre,20,3882
347079,1,0.07,f,10,24,"Renault, Nissan or Citroen",Diesel,Centre,222,792
347103,1,0.75,g,19,21,"Renault, Nissan or Citroen",Regular,Centre,10,1208
347146,1,0.28,e,18,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,17,1196
347196,1,0.67,h,14,41,other,Regular,Centre,1054,1184
347212,1,0.54,f,10,27,"Renault, Nissan or Citroen",Diesel,Centre,1054,618
347223,1,0.3,h,11,31,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,1054,1169
347234,1,0.12,g,10,29,"Opel, General Motors or Ford",Diesel,Centre,1054,241
347246,1,0.14,g,11,27,"Renault, Nissan or Citroen",Regular,Centre,2928,1169
347274,1,1.0,g,9,33,"Renault, Nissan or Citroen",Diesel,Centre,1054,1212
347279,1,0.57,g,16,46,"Renault, Nissan or Citroen",Regular,Centre,1054,1241
347290,1,1.0,e,14,58,"Renault, Nissan or Citroen",Regular,Centre,1054,733
347297,1,0.53,i,6,30,"Renault, Nissan or Citroen",Regular,Centre,220,1179
347305,1,0.51,d,12,43,"Renault, Nissan or Citroen",Regular,Centre,15,77
347315,1,1.0,d,10,78,Fiat,Regular,Centre,10,1146
347339,1,1.0,g,4,75,"Renault, Nissan or Citroen",Regular,Bretagne,37,900
347361,1,1.0,k,9,44,"Renault, Nissan or Citroen",Regular,Bretagne,512,1190
347366,1,1.0,e,17,22,"Renault, Nissan or Citroen",Diesel,Bretagne,191,1153
347380,1,1.0,e,5,54,"Renault, Nissan or Citroen",Diesel,Bretagne,51,1098
347465,1,1.0,g,2,64,"Renault, Nissan or Citroen",Diesel,Centre,182,1205
347466,1,0.01,f,7,26,Fiat,Diesel,Centre,27,1195
347478,1,1.0,k,7,55,Japanese (except Nissan) or Korean,Regular,Centre,1109,2180
347614,1,0.45,f,3,34,"Renault, Nissan or Citroen",Diesel,Bretagne,174,463
347616,1,1.0,e,2,42,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,747,1229
347627,1,0.7,h,1,46,Japanese (except Nissan) or Korean,Diesel,Bretagne,165,170
347629,1,0.66,f,19,48,"Renault, Nissan or Citroen",Regular,Bretagne,98,1185
347630,1,0.33,f,12,48,"Renault, Nissan or Citroen",Diesel,Bretagne,98,1154
347659,1,0.76,f,2,44,"Renault, Nissan or Citroen",Diesel,Bretagne,58,1200
347700,1,1.0,h,7,65,"Renault, Nissan or Citroen",Diesel,Bretagne,108,710
347711,1,1.0,f,11,24,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,330,1079
347715,1,0.19,d,19,22,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,817,2538
347723,1,0.76,f,10,39,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,91,7772
347751,1,0.08,h,16,20,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,817,1171
347758,1,0.42,d,14,20,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,817,1192
347760,1,0.69,e,3,84,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,817,1129
347792,1,1.0,g,6,47,"Mercedes, Chrysler or BMW",Regular,Centre,821,1194
347806,1,0.82,e,9,37,"Renault, Nissan or Citroen",Regular,Centre,2044,623
347821,1,1.0,j,2,55,"Mercedes, Chrysler or BMW",Diesel,Centre,2715,1228
347833,1,1.0,g,13,22,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,2044,1236
347842,1,0.44,e,15,53,"Opel, General Motors or Ford",Regular,Centre,4116,1157
347850,1,0.82,g,7,33,other,Regular,Ile-de-France,21410,110
347898,1,0.13,f,8,20,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,3386,2102
347924,1,1.0,g,10,44,"Renault, Nissan or Citroen",Regular,Bretagne,31,1214
347942,1,0.71,j,1,51,Japanese (except Nissan) or Korean,Regular,Bretagne,3386,1169
347994,1,0.83,f,14,51,"Renault, Nissan or Citroen",Diesel,Centre,741,952
348022,1,1.0,f,15,36,"Renault, Nissan or Citroen",Diesel,Centre,308,822
348032,1,1.0,g,4,53,"Renault, Nissan or Citroen",Diesel,Centre,295,2234
348044,1,0.45,f,3,45,"Renault, Nissan or Citroen",Regular,Centre,22,572
348055,1,1.0,i,2,33,"Renault, Nissan or Citroen",Regular,Centre,3866,478
348076,1,1.0,j,11,26,"Mercedes, Chrysler or BMW",Regular,Centre,295,1230
348077,1,0.18,g,4,53,"Renault, Nissan or Citroen",Diesel,Centre,9,1155
348102,1,1.0,f,5,31,"Renault, Nissan or Citroen",Diesel,Centre,295,518
348141,1,0.36,d,4,84,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,1386,2036
348145,1,0.28,f,6,32,"Volkswagen, Audi, Skoda or Seat",Diesel,Nord-Pas-de-Calais,3095,48
348149,1,0.25,j,13,56,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,783,1239
348159,1,0.43,g,10,22,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,845,1322
348197,1,0.81,h,2,31,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,1666,7742
348200,2,0.94,d,6,42,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,432,102
348200,2,0.94,d,6,42,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,432,1205
348210,1,0.56,i,17,42,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,1386,1185
348218,1,0.26,g,14,60,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,1403,1185
348219,1,1.0,g,9,22,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,5328,1201
348225,1,0.22,j,12,57,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,1466,1235
348264,1,0.93,f,13,21,"Volkswagen, Audi, Skoda or Seat",Regular,Nord-Pas-de-Calais,567,1261
348357,1,0.16,j,21,47,"Renault, Nissan or Citroen",Diesel,Centre,33,1293
348391,1,1.0,g,3,65,"Renault, Nissan or Citroen",Diesel,Centre,27,1150
348459,1,0.63,f,13,25,"Opel, General Motors or Ford",Regular,Centre,741,596
348537,1,0.24,g,5,51,"Renault, Nissan or Citroen",Regular,Centre,741,1033
348562,1,0.58,e,6,43,"Renault, Nissan or Citroen",Diesel,Centre,138,1928
348563,1,0.92,g,9,33,"Renault, Nissan or Citroen",Diesel,Centre,741,1422
348572,1,0.89,d,0,74,"Renault, Nissan or Citroen",Diesel,Centre,110,43
348590,1,0.32,d,14,52,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,741,209
348658,1,1.0,e,1,38,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,44,289
348662,1,1.0,e,5,61,"Renault, Nissan or Citroen",Regular,Centre,137,1054
348681,1,0.75,f,9,47,"Renault, Nissan or Citroen",Diesel,Centre,44,1248
348690,1,0.53,d,10,20,"Renault, Nissan or Citroen",Regular,Centre,71,1523
348693,1,1.0,f,1,75,"Renault, Nissan or Citroen",Diesel,Centre,84,6342
348726,1,0.55,g,12,27,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,44,1252
348774,1,1.0,e,4,40,Japanese (except Nissan) or Korean,Regular,Centre,60,3023
348799,1,1.0,g,8,26,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,4128,1194
348822,1,1.0,f,24,63,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,238,1223
348837,1,1.0,g,9,59,"Renault, Nissan or Citroen",Diesel,Aquitaine,4348,171
348853,1,1.0,g,10,31,"Renault, Nissan or Citroen",Regular,Aquitaine,4348,980
348862,2,1.0,j,6,36,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,121,1277
348862,2,1.0,j,6,36,"Opel, General Motors or Ford",Regular,Nord-Pas-de-Calais,121,1231
348868,1,1.0,e,2,40,"Opel, General Motors or Ford",Regular,Aquitaine,30,2092
348888,1,1.0,e,4,71,"Opel, General Motors or Ford",Regular,Aquitaine,4253,1195
348929,1,1.0,k,2,37,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,86,68
348943,1,1.0,j,10,38,Japanese (except Nissan) or Korean,Regular,Aquitaine,4348,689
348977,1,1.0,e,11,27,"Renault, Nissan or Citroen",Diesel,Aquitaine,1882,1189
348978,1,1.0,i,7,27,"Renault, Nissan or Citroen",Regular,Aquitaine,1882,584
349127,1,1.0,h,1,31,Fiat,Diesel,Basse-Normandie,58,384
349134,1,1.0,f,1,52,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,323,1218
349191,1,1.0,h,2,80,other,Regular,Aquitaine,39,1208
349198,1,1.0,g,2,31,"Opel, General Motors or Ford",Diesel,Aquitaine,4456,1146
349203,1,0.64,k,22,37,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,72,1165
349211,1,0.93,i,16,32,"Mercedes, Chrysler or BMW",Diesel,Aquitaine,53,1215
349220,1,0.25,f,9,39,"Volkswagen, Audi, Skoda or Seat",Diesel,Aquitaine,685,1230
349243,1,0.71,h,11,34,"Volkswagen, Audi, Skoda or Seat",Regular,Aquitaine,23,1174
349264,1,0.79,f,2,31,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,643
349276,1,0.95,f,11,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Aquitaine,2620,1249
349286,1,0.12,e,1,86,"Renault, Nissan or Citroen",Regular,Aquitaine,240,1177
349288,1,0.71,d,0,86,"Opel, General Motors or Ford",Diesel,Aquitaine,240,1200
349345,1,0.12,g,12,19,"Volkswagen, Audi, Skoda or Seat",Regular,Nord-Pas-de-Calais,130,24561
349349,1,0.51,e,14,31,"Opel, General Motors or Ford",Diesel,Nord-Pas-de-Calais,49,2174
349358,1,0.75,g,12,39,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,31,1230
349362,1,1.0,g,2,26,"Renault, Nissan or Citroen",Regular,Centre,22,3496
349366,1,1.0,d,1,43,"Renault, Nissan or Citroen",Regular,Bretagne,94,3086
349369,1,0.91,g,8,40,"Renault, Nissan or Citroen",Diesel,Bretagne,229,1173
349384,1,1.0,f,7,49,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,229,1158
349390,1,1.0,e,17,39,"Renault, Nissan or Citroen",Regular,Bretagne,229,1196
349392,1,1.0,f,14,40,"Renault, Nissan or Citroen",Diesel,Bretagne,64,69
349416,1,0.63,f,7,45,"Renault, Nissan or Citroen",Diesel,Bretagne,229,1188
349421,1,1.0,e,7,48,"Renault, Nissan or Citroen",Diesel,Bretagne,379,186
349430,1,1.0,f,8,29,"Renault, Nissan or Citroen",Diesel,Bretagne,229,1225
349435,1,0.53,f,11,44,"Renault, Nissan or Citroen",Diesel,Bretagne,64,6589
349463,1,0.42,e,10,45,"Renault, Nissan or Citroen",Diesel,Bretagne,229,2752
349492,1,0.93,d,2,79,"Renault, Nissan or Citroen",Diesel,Bretagne,64,138
349525,1,0.54,g,7,36,Japanese (except Nissan) or Korean,Regular,Bretagne,94,1157
349532,1,0.13,g,4,46,"Renault, Nissan or Citroen",Diesel,Bretagne,1082,875
349580,1,1.0,g,5,36,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,4218,542
349592,1,0.64,f,3,34,"Renault, Nissan or Citroen",Diesel,Centre,14,1291
349608,1,0.67,g,14,51,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,61,1243
349626,1,0.82,f,7,21,"Opel, General Motors or Ford",Diesel,Centre,4116,1197
349656,1,0.59,e,10,49,"Opel, General Motors or Ford",Regular,Basse-Normandie,23,1180
349669,1,0.83,f,9,32,"Renault, Nissan or Citroen",Diesel,Centre,164,1244
349676,1,0.5,f,9,43,Japanese (except Nissan) or Korean,Regular,Centre,1313,1188
349684,1,0.75,d,14,47,"Renault, Nissan or Citroen",Regular,Centre,17,3059
349709,2,1.0,d,4,49,"Renault, Nissan or Citroen",Regular,Ile-de-France,22669,323
349709,2,1.0,d,4,49,"Renault, Nissan or Citroen",Regular,Ile-de-France,22669,1242
349747,1,1.0,f,3,32,Fiat,Diesel,Ile-de-France,27000,1115
349752,1,0.82,e,4,37,"Opel, General Motors or Ford",Regular,Ile-de-France,755,1174
349767,1,1.0,k,13,74,Japanese (except Nissan) or Korean,Regular,Ile-de-France,10477,871
349808,1,1.0,g,4,53,"Renault, Nissan or Citroen",Diesel,Centre,214,1224
349811,1,0.58,g,11,71,"Renault, Nissan or Citroen",Regular,Centre,614,45
349818,1,0.99,g,25,36,"Renault, Nissan or Citroen",Regular,Centre,1313,1165
349831,1,0.48,f,20,39,Japanese (except Nissan) or Korean,Regular,Centre,1313,1160
349834,1,1.0,e,9,44,"Renault, Nissan or Citroen",Regular,Centre,59,1137
349868,1,0.74,k,2,32,Japanese (except Nissan) or Korean,Diesel,Centre,105,1229
349888,1,0.55,f,17,45,"Opel, General Motors or Ford",Diesel,Centre,1313,759
349894,1,1.0,d,10,52,Fiat,Regular,Centre,1313,1211
349896,1,1.0,e,4,27,"Renault, Nissan or Citroen",Diesel,Centre,4116,1222
349924,1,1.0,g,5,41,"Renault, Nissan or Citroen",Regular,Centre,1313,1206
349928,1,1.0,f,10,66,"Renault, Nissan or Citroen",Diesel,Centre,102,1263
349931,1,1.0,h,2,49,"Opel, General Motors or Ford",Diesel,Centre,84,1208
349932,1,0.7,g,10,24,"Mercedes, Chrysler or BMW",Diesel,Centre,1313,887
349954,1,0.56,d,4,25,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,1064,1487
349968,1,0.78,f,11,45,"Renault, Nissan or Citroen",Diesel,Centre,405,1214
349971,1,1.0,f,1,34,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,421,1613
349992,1,0.51,d,20,45,"Renault, Nissan or Citroen",Regular,Centre,399,1230
349994,1,1.0,e,1,35,Japanese (except Nissan) or Korean,Regular,Centre,399,575
350047,1,1.0,f,8,36,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,28,3925
350079,1,0.44,e,19,42,"Renault, Nissan or Citroen",Diesel,Centre,399,1178
350088,1,0.48,i,20,34,"Mercedes, Chrysler or BMW",Regular,Poitou-Charentes,831,7606
350117,1,0.86,g,7,56,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3859,1232
350125,1,1.0,f,6,29,"Renault, Nissan or Citroen",Diesel,Centre,4116,6566
350130,1,1.0,g,15,43,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,186,3208
350157,1,1.0,g,11,36,other,Diesel,Centre,15,1224
350216,1,0.51,d,18,46,"Opel, General Motors or Ford",Regular,Centre,42,1175
350223,1,0.25,e,2,28,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,1028,1857
350234,1,1.0,f,11,46,"Renault, Nissan or Citroen",Regular,Centre,20,1215
350237,1,0.95,g,6,54,"Renault, Nissan or Citroen",Diesel,Centre,31,2786
350248,1,0.52,e,12,41,"Renault, Nissan or Citroen",Diesel,Centre,72,1327
350265,1,1.0,g,16,43,"Renault, Nissan or Citroen",Diesel,Centre,59,1155
350289,1,1.0,g,7,55,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,50,1973
350302,1,0.73,g,12,33,"Renault, Nissan or Citroen",Regular,Centre,135,1186
350303,1,0.63,h,1,57,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,23,2708
350318,1,1.0,g,8,42,"Renault, Nissan or Citroen",Diesel,Centre,105,764
350330,1,1.0,f,1,41,"Renault, Nissan or Citroen",Diesel,Centre,59,198
350401,1,1.0,g,4,34,"Renault, Nissan or Citroen",Regular,Centre,105,1265
350425,1,0.48,d,5,22,"Renault, Nissan or Citroen",Regular,Centre,856,1184
350440,1,1.0,e,19,32,"Renault, Nissan or Citroen",Regular,Centre,388,1173
350449,1,0.16,d,12,22,"Opel, General Motors or Ford",Regular,Centre,856,1236
350453,1,0.13,f,6,49,"Renault, Nissan or Citroen",Diesel,Centre,118,5153
350455,1,0.64,g,3,49,"Renault, Nissan or Citroen",Diesel,Centre,118,728
350463,1,0.47,g,13,22,"Renault, Nissan or Citroen",Regular,Ile-de-France,2563,1176
350473,1,0.96,f,7,33,"Renault, Nissan or Citroen",Diesel,Centre,1314,1192
350512,1,0.82,g,9,47,"Renault, Nissan or Citroen",Diesel,Centre,2399,1220
350566,1,1.0,f,1,31,"Opel, General Motors or Ford",Regular,Pays-de-la-Loire,4128,635
350600,1,1.0,g,9,45,"Renault, Nissan or Citroen",Diesel,Centre,45,1220
350601,1,1.0,e,16,31,"Renault, Nissan or Citroen",Diesel,Centre,29,1006
350639,1,0.08,e,12,31,"Opel, General Motors or Ford",Diesel,Centre,155,420
350657,1,0.21,e,7,40,"Renault, Nissan or Citroen",Diesel,Centre,30,1220
350664,1,1.0,f,7,48,"Renault, Nissan or Citroen",Diesel,Centre,78,1229
350717,1,0.28,i,14,48,"Renault, Nissan or Citroen",Regular,Centre,57,1151
350739,1,1.0,k,2,56,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,467,1139
350750,1,1.0,f,13,36,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,57,1198
350754,1,0.82,f,13,61,"Renault, Nissan or Citroen",Regular,Centre,57,1216
350758,1,1.0,g,15,44,"Renault, Nissan or Citroen",Diesel,Centre,57,242
350775,2,0.49,k,3,44,other,Regular,Ile-de-France,27000,87
350775,2,0.49,k,3,44,other,Regular,Ile-de-France,27000,1205
350835,1,0.21,d,17,29,"Renault, Nissan or Citroen",Regular,Centre,57,9291
350840,1,1.0,f,4,50,"Opel, General Motors or Ford",Diesel,Centre,23,1177
350860,1,1.0,f,12,34,"Renault, Nissan or Citroen",Regular,Haute-Normandie,3304,1376
350898,1,1.0,h,1,55,Fiat,Diesel,Bretagne,634,1157
350971,1,0.6,e,14,58,"Renault, Nissan or Citroen",Diesel,Bretagne,634,1187
350989,1,1.0,f,14,33,"Renault, Nissan or Citroen",Diesel,Bretagne,52,1258
351015,1,0.93,f,5,40,"Opel, General Motors or Ford",Regular,Bretagne,4087,72
351022,1,0.75,f,14,62,"Renault, Nissan or Citroen",Diesel,Bretagne,29,1205
351041,1,0.52,d,8,62,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,481
351057,1,0.08,e,1,67,"Renault, Nissan or Citroen",Diesel,Bretagne,4087,1239
351108,1,0.76,k,23,81,"Mercedes, Chrysler or BMW",Regular,Basse-Normandie,598,593
351110,2,1.0,j,6,38,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,6157,2271
351110,2,1.0,j,6,38,Japanese (except Nissan) or Korean,Diesel,Nord-Pas-de-Calais,6157,10062
351137,1,0.55,l,8,45,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,4059,20277
351142,1,0.06,g,3,39,Japanese (except Nissan) or Korean,Diesel,Haute-Normandie,76,688
351145,1,0.18,g,3,39,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,76,8204
351147,1,0.91,j,9,59,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27000,5069
351161,1,1.0,i,6,62,Japanese (except Nissan) or Korean,Diesel,Centre,120,1160
351167,1,0.87,e,20,28,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,512,758
351206,1,0.79,i,21,54,"Volkswagen, Audi, Skoda or Seat",Regular,Haute-Normandie,48,1215
351234,2,1.0,f,2,44,"Renault, Nissan or Citroen",Diesel,Centre,132,1984
351234,2,1.0,f,2,44,"Renault, Nissan or Citroen",Diesel,Centre,132,600
351267,1,1.0,e,2,49,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,4116,1209
351289,1,0.59,g,11,22,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,4128,1270
351302,1,1.0,e,11,20,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,983,1237
351314,1,1.0,e,6,55,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,167,220
351344,1,1.0,e,6,36,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,197,1168
351349,1,1.0,g,1,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,167,1221
351364,1,1.0,e,3,29,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,983,1203
351368,1,0.88,e,8,49,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,89,1219
351369,1,0.87,g,2,39,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,163,163
351455,1,0.94,f,15,51,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,1313,1303
351489,1,1.0,g,1,58,"Opel, General Motors or Ford",Diesel,Centre,140,1225
351492,1,0.76,e,18,36,"Renault, Nissan or Citroen",Regular,Centre,286,3185
351502,1,0.18,e,12,20,"Renault, Nissan or Citroen",Diesel,Centre,1064,1284
351529,1,1.0,g,1,56,"Renault, Nissan or Citroen",Regular,Centre,1064,616
351544,1,0.56,e,2,54,"Opel, General Motors or Ford",Regular,Centre,286,1212
351570,1,0.82,e,9,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,3368,1250
351587,1,0.5,d,16,19,"Renault, Nissan or Citroen",Regular,Centre,171,1278
351617,1,1.0,d,13,63,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,575,1166
351632,1,1.0,e,8,37,"Renault, Nissan or Citroen",Regular,Bretagne,575,592
351640,1,1.0,i,1,82,"Renault, Nissan or Citroen",Regular,Bretagne,575,1077
351738,1,1.0,i,1,49,"Renault, Nissan or Citroen",Diesel,Centre,23,7779
351750,1,1.0,o,1,53,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,2517,78
351753,1,0.41,g,11,67,Fiat,Regular,Ile-de-France,16291,1166
351770,1,0.91,g,16,69,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1222
351780,1,1.0,g,12,19,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3434,1278
351785,1,1.0,e,8,22,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1207
351814,1,0.47,i,14,22,"Renault, Nissan or Citroen",Regular,Bretagne,2078,6287
351872,1,0.54,e,17,21,"Renault, Nissan or Citroen",Regular,Centre,16,1193
351894,1,1.0,f,7,53,"Renault, Nissan or Citroen",Diesel,Centre,1054,604
351898,2,0.79,g,6,38,"Renault, Nissan or Citroen",Diesel,Centre,1054,3695
351898,2,0.79,g,6,38,"Renault, Nissan or Citroen",Diesel,Centre,1054,1225
351908,1,0.56,d,3,46,"Renault, Nissan or Citroen",Regular,Centre,1054,591
351921,1,0.77,f,12,26,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,1054,1170
351933,1,1.0,e,7,26,"Opel, General Motors or Ford",Diesel,Centre,128,91
351954,1,0.87,f,15,22,Japanese (except Nissan) or Korean,Regular,Centre,1054,1222
351959,1,1.0,i,8,29,"Renault, Nissan or Citroen",Regular,Centre,137,1224
351964,1,1.0,i,9,47,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,10155,1186
351987,1,0.11,h,16,52,"Renault, Nissan or Citroen",Diesel,Aquitaine,465,7463
351994,1,1.0,g,5,40,"Renault, Nissan or Citroen",Regular,Ile-de-France,317,295
352000,1,1.0,h,9,36,"Renault, Nissan or Citroen",Diesel,Ile-de-France,672,1231
352005,1,0.82,h,1,22,"Renault, Nissan or Citroen",Regular,Ile-de-France,1329,524
352016,1,0.69,e,8,49,"Volkswagen, Audi, Skoda or Seat",Diesel,Ile-de-France,824,1174
352047,1,0.5,g,14,55,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,720,1211
352129,2,1.0,d,8,23,"Renault, Nissan or Citroen",Diesel,Centre,23,1182
352129,2,1.0,d,8,23,"Renault, Nissan or Citroen",Diesel,Centre,23,1163
352144,1,0.91,g,2,58,Japanese (except Nissan) or Korean,Regular,Centre,111,1185
352160,2,0.42,f,10,25,"Renault, Nissan or Citroen",Diesel,Centre,568,70
352160,2,0.42,f,10,25,"Renault, Nissan or Citroen",Diesel,Centre,568,1282
352167,1,1.0,h,9,49,"Renault, Nissan or Citroen",Diesel,Centre,20,1230
352183,1,0.89,e,10,60,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,405,1179
352211,1,0.33,f,14,40,Fiat,Diesel,Centre,49,2041
352218,1,1.0,l,5,46,"Mercedes, Chrysler or BMW",Diesel,Centre,405,89
352224,1,0.33,e,7,48,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,2694,6163
352382,1,0.63,d,1,43,"Renault, Nissan or Citroen",Diesel,Aquitaine,76,493
352403,1,0.6,k,15,44,"Renault, Nissan or Citroen",Regular,Ile-de-France,348,1183
