"IDpol","ClaimAmount","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region"
5016240,1204,1,0.13,5,5,44,54,"B2","Regular","C",388,"Provence-Alpes-Cotes-D'Azur"
5016276,1204,1,0.53,6,4,59,50,"B12","Regular","D",572,"Nord-Pas-de-Calais"
5016725,1204,1,0.38,4,6,47,50,"B12","Regular","B",77,"Languedoc-Roussillon"
5016744,1217.47,1,0.38,7,4,33,57,"B12","Diesel","C",129,"Aquitaine"
5016959,1204,1,0.29,4,4,41,54,"B12","Regular","D",977,"Nord-Pas-de-Calais"
5017180,1320,1,0.11,6,4,51,50,"B12","Regular","D",546,"Rhone-Alpes"
5017319,1204,1,0.7,4,4,31,106,"B12","Regular","D",645,"Corse"
5017407,1204,1,0.78,5,4,74,50,"B12","Regular","D",514,"Nord-Pas-de-Calais"
5017415,1320,1,0.29,6,5,43,64,"B12","Regular","D",1895,"Nord-Pas-de-Calais"
5017445,556.14,1,0.7,5,2,79,50,"B12","Regular","F",17140,"Ile-de-France"
5017461,92.4,1,0.29,6,4,43,50,"B12","Regular","E",6864,"Ile-de-France"
5017495,1750.04,1,0.63,10,4,44,72,"B12","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur"
5017550,1204,2,0.7,10,2,57,51,"B12","Regular","E",3103,"Rhone-Alpes"
5017550,3125,2,0.7,10,2,57,51,"B12","Regular","E",3103,"Rhone-Alpes"
5017577,1320,1,0.7,8,4,54,50,"B12","Diesel","D",677,"Nord-Pas-de-Calais"
5017674,1320,1,0.78,7,4,69,50,"B12","Regular","C",171,"Rhone-Alpes"
5017684,602,2,0.96,6,8,71,72,"B12","Diesel","F",17140,"Ile-de-France"
5017684,898,2,0.96,6,8,71,72,"B12","Diesel","F",17140,"Ile-de-France"
5017934,1204,1,0.78,7,3,56,50,"B12","Diesel","C",103,"Haute-Normandie"
5018232,1204,1,0.78,11,1,69,50,"B12","Diesel","A",5,"Provence-Alpes-Cotes-D'Azur"
5018519,1927.62,1,0.87,4,4,41,50,"B12","Regular","C",144,"Provence-Alpes-Cotes-D'Azur"
5018545,1204,1,0.87,5,1,73,50,"B12","Regular","A",28,"Provence-Alpes-Cotes-D'Azur"
5018552,1215.16,1,0.87,9,8,42,51,"B4","Regular","D",1867,"Ile-de-France"
5018604,2089.04,2,0.87,6,4,78,50,"B12","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
5018604,9806,2,0.87,6,4,78,50,"B12","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
5018634,7697.78,2,0.00547945205479452,6,4,44,51,"B12","Regular","E",7966,"Nord-Pas-de-Calais"
5018634,7000,2,0.00547945205479452,6,4,44,51,"B12","Regular","E",7966,"Nord-Pas-de-Calais"
5018667,7000,1,0.07,6,1,60,50,"B2","Diesel","D",798,"Lorraine"
5018753,51.43,2,0.27,4,15,34,76,"B1","Regular","C",211,"Corse"
5018753,1320,2,0.27,4,15,34,76,"B1","Regular","C",211,"Corse"
5018758,1204,1,0.87,6,7,35,50,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
5018977,1320,1,0.87,12,2,40,58,"B12","Diesel","D",1516,"Aquitaine"
5019077,602,1,0.46,8,4,31,76,"B12","Diesel","F",15703,"Ile-de-France"
5019101,1204,1,0.12,11,3,36,57,"B12","Diesel","C",126,"Rhone-Alpes"
5019247,547.62,1,0.92,10,10,49,58,"B12","Diesel","C",221,"Pays-de-la-Loire"
5019341,1204,1,0.04,9,6,41,50,"B12","Regular","D",650,"Franche-Comte"
5019473,1204,1,0.95,7,4,62,50,"B12","Diesel","E",6465,"Ile-de-France"
5019625,1204,1,0.95,11,3,44,50,"B12","Diesel","D",515,"Poitou-Charentes"
5019837,1204,1,0.56,7,1,51,50,"B12","Diesel","E",2147,"Nord-Pas-de-Calais"
5019979,1204,1,0.55,10,2,26,72,"B12","Diesel","C",230,"Lorraine"
5020009,1204,1,0.96,4,2,51,50,"B12","Diesel","E",2694,"Poitou-Charentes"
5020176,1204,1,0.96,4,4,29,85,"B12","Regular","E",3862,"Nord-Pas-de-Calais"
5020238,1204,2,0.96,4,1,45,50,"B12","Regular","C",214,"Languedoc-Roussillon"
5020238,1204,2,0.96,4,1,45,50,"B12","Regular","C",214,"Languedoc-Roussillon"
5020318,1204,2,0.47,7,4,32,72,"B1","Diesel","B",66,"Provence-Alpes-Cotes-D'Azur"
5020318,33620.84,2,0.47,7,4,32,72,"B1","Diesel","B",66,"Provence-Alpes-Cotes-D'Azur"
5020434,8288,2,0.96,11,3,55,50,"B12","Diesel","B",82,"Corse"
5020434,1320,2,0.96,11,3,55,50,"B12","Diesel","B",82,"Corse"
5020546,1204,1,0.96,6,3,48,50,"B12","Regular","E",8549,"Rhone-Alpes"
5020584,1204,1,0.12,8,9,28,80,"B12","Regular","F",17140,"Ile-de-France"
5020726,1235.57,1,0.96,6,3,47,52,"B12","Regular","E",3657,"Rhone-Alpes"
5020744,1204,1,0.83,5,5,40,50,"B12","Regular","D",836,"Bretagne"
5021112,1204,1,0.87,10,3,61,50,"B12","Regular","D",923,"Ile-de-France"
5021275,2142.92,1,0.87,7,7,44,68,"B1","Regular","E",9215,"Ile-de-France"
5021496,1204,1,0.87,8,3,52,50,"B12","Diesel","E",3055,"Ile-de-France"
5021521,1204,1,0.87,7,1,56,50,"B12","Diesel","C",219,"Provence-Alpes-Cotes-D'Azur"
5021552,1204,1,0.87,4,6,29,64,"B12","Regular","E",9307,"Rhone-Alpes"
5021567,1204,1,0.1,7,5,35,60,"B6","Diesel","B",92,"Limousin"
5021613,1204,1,0.87,4,3,71,50,"B12","Regular","D",645,"Corse"
5021636,12905,1,0.87,6,3,73,50,"B12","Diesel","B",77,"Languedoc-Roussillon"
5021912,1204,1,0.87,7,1,61,50,"B12","Regular","C",403,"Languedoc-Roussillon"
5022437,1320,1,0.8,8,3,48,50,"B12","Diesel","E",5821,"Ile-de-France"
5022518,1204,1,0.5,4,6,30,76,"B2","Diesel","C",285,"Nord-Pas-de-Calais"
5023015,602,1,0.71,7,4,29,60,"B5","Regular","C",145,"Nord-Pas-de-Calais"
5023046,1204,1,0.8,8,3,63,50,"B12","Diesel","F",27000,"Ile-de-France"
5023190,1204,1,0.8,5,3,49,50,"B12","Regular","E",3866,"Centre"
5023638,1204,1,0.71,7,5,27,100,"B12","Diesel","E",6157,"Nord-Pas-de-Calais"
5023645,602,1,0.28,11,3,51,60,"B12","Diesel","F",14368,"Ile-de-France"
5023829,1204,1,0.28,7,3,62,63,"B12","Regular","C",139,"Provence-Alpes-Cotes-D'Azur"
5023959,84.92,1,0.71,8,3,39,80,"B12","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
5024413,1204,1,0.71,6,15,68,50,"B14","Regular","D",1005,"Provence-Alpes-Cotes-D'Azur"
5024525,1055.94,1,0.05,7,0,34,50,"B12","Diesel","B",75,"Aquitaine"
5024852,1204,2,0.24,5,1,27,72,"B2","Diesel","C",364,"Nord-Pas-de-Calais"
5024852,1204,2,0.24,5,1,27,72,"B2","Diesel","C",364,"Nord-Pas-de-Calais"
5024853,1000,1,0.04,4,2,27,72,"B1","Diesel","C",364,"Nord-Pas-de-Calais"
5024961,1204,1,0.71,7,3,30,54,"B12","Diesel","C",126,"Rhone-Alpes"
5024984,1204,1,0.36,4,3,65,50,"B12","Regular","D",1225,"Basse-Normandie"
5025127,1204,1,0.63,10,4,56,50,"B12","Regular","D",1381,"Rhone-Alpes"
5025251,556.14,1,0.63,4,3,31,54,"B12","Diesel","E",4939,"Ile-de-France"
5025281,1204,1,0.41,4,0,44,50,"B12","Diesel","C",157,"Rhone-Alpes"
5025542,1204,1,0.19,4,3,42,63,"B12","Diesel","D",1817,"Champagne-Ardenne"
5025757,602,1,0.63,9,3,75,50,"B12","Regular","E",4436,"Basse-Normandie"
5026061,1204,1,0.24,5,7,50,50,"B3","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5026409,1320,1,0.56,8,3,58,50,"B12","Diesel","C",437,"Languedoc-Roussillon"
5026744,1204,2,0.45,6,5,37,74,"B12","Diesel","C",115,"Pays-de-la-Loire"
5026744,556.14,2,0.45,6,5,37,74,"B12","Diesel","C",115,"Pays-de-la-Loire"
5027015,1095.47,1,0.54,6,9,27,68,"B2","Diesel","D",1767,"Nord-Pas-de-Calais"
5027056,1204,1,0.36,6,9,37,50,"B12","Diesel","D",504,"Auvergne"
5027082,1204,1,0.45,4,5,65,50,"B12","Regular","C",355,"Nord-Pas-de-Calais"
5027416,1204,1,0.45,8,1,51,50,"B12","Diesel","C",137,"Nord-Pas-de-Calais"
5027513,1204,2,0.45,7,3,57,50,"B12","Diesel","C",252,"Centre"
5027513,1204,2,0.45,7,3,57,50,"B12","Diesel","C",252,"Centre"
5027632,1204,1,0.45,4,3,27,106,"B12","Regular","C",277,"Aquitaine"
5027673,1204,1,0.54,10,10,64,50,"B12","Regular","E",9082,"Ile-de-France"
5027708,1204,1,0.45,6,8,22,90,"B12","Regular","C",388,"Ile-de-France"
5028048,602,1,0.47,8,2,50,50,"B12","Regular","C",130,"Languedoc-Roussillon"
5028281,556.14,1,0.45,7,3,72,50,"B12","Regular","C",113,"Rhone-Alpes"
5028539,1030.13,1,0.36,4,2,51,50,"B12","Regular","F",27000,"Ile-de-France"
5028578,1204,1,0.63,6,6,39,50,"B12","Diesel","C",204,"Midi-Pyrenees"
5028757,660,1,0.39,7,2,59,50,"B12","Diesel","D",1867,"Ile-de-France"
5028893,1204,1,0.36,7,2,27,85,"B12","Regular","E",6736,"Ile-de-France"
5029005,812.88,1,0.61,7,2,43,50,"B12","Diesel","D",1408,"Pays-de-la-Loire"
5029363,417.35,1,0.59,4,2,35,64,"B12","Diesel","F",23396,"Ile-de-France"
5029445,739.27,2,0.6,8,2,27,72,"B12","Diesel","F",17140,"Ile-de-France"
5029445,373.5,2,0.6,8,2,27,72,"B12","Diesel","F",17140,"Ile-de-France"
5029693,1204,1,0.4,7,2,56,50,"B12","Diesel","A",18,"Limousin"
5029699,1204,1,0.59,5,2,55,50,"B12","Regular","D",1381,"Rhone-Alpes"
5029953,5327.15,1,0.41,7,2,25,85,"B12","Regular","A",34,"Rhone-Alpes"
5029962,1204,1,0.57,8,2,47,50,"B12","Diesel","D",514,"Rhone-Alpes"
5030164,1204,1,0.42,4,2,51,58,"B14","Regular","F",17140,"Ile-de-France"
5030293,1204,1,0.42,11,2,35,57,"B12","Diesel","D",716,"Provence-Alpes-Cotes-D'Azur"
5030461,1204,1,0.43,7,9,39,54,"B12","Diesel","D",566,"Nord-Pas-de-Calais"
5030501,494.78,1,0.36,5,2,63,50,"B12","Diesel","D",674,"Pays-de-la-Loire"
5030581,1691.04,2,0.55,5,2,68,50,"B12","Diesel","C",342,"Provence-Alpes-Cotes-D'Azur"
5030581,4300,2,0.55,5,2,68,50,"B12","Diesel","C",342,"Provence-Alpes-Cotes-D'Azur"
5030669,1204,1,0.44,8,2,58,50,"B12","Diesel","D",824,"Languedoc-Roussillon"
5030687,1204,1,0.44,8,1,41,51,"B12","Diesel","F",27000,"Ile-de-France"
5030730,1204,1,0.44,6,3,25,80,"B12","Diesel","A",16,"Pays-de-la-Loire"
5030844,1204,1,0.55,6,2,46,80,"B12","Diesel","C",342,"Provence-Alpes-Cotes-D'Azur"
5030955,1204,1,0.27,8,2,74,50,"B12","Regular","F",27000,"Ile-de-France"
5031258,1204,1,0.53,11,2,47,50,"B12","Diesel","C",136,"Corse"
5031352,8186.92,2,0.53,10,4,33,100,"B12","Regular","D",904,"Rhone-Alpes"
5031352,2000,2,0.53,10,4,33,100,"B12","Regular","D",904,"Rhone-Alpes"
5031475,1320,1,0.51,11,3,41,50,"B12","Diesel","A",11,"Lorraine"
5031593,9387.19,1,0.47,5,2,56,68,"B12","Diesel","C",342,"Provence-Alpes-Cotes-D'Azur"
5031605,1174.87,2,0.44,6,9,22,95,"B12","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
5031605,1270.06,2,0.44,6,9,22,95,"B12","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
5031877,1204,1,0.48,11,2,50,50,"B12","Diesel","A",20,"Auvergne"
5032255,2500,1,0.52,9,15,54,50,"B2","Regular","E",9307,"Rhone-Alpes"
5032664,1320,2,0.49,12,6,41,50,"B12","Diesel","E",2131,"Rhone-Alpes"
5032664,7000,2,0.49,12,6,41,50,"B12","Diesel","E",2131,"Rhone-Alpes"
5032837,1204,1,0.51,6,2,43,50,"B12","Diesel","D",1447,"Ile-de-France"
5032859,1204,1,0.51,10,6,42,50,"B12","Diesel","D",581,"Rhone-Alpes"
5032897,664.56,1,0.15,4,2,63,50,"B12","Diesel","C",175,"Franche-Comte"
5032922,4500,2,0.52,4,2,48,50,"B12","Diesel","B",94,"Aquitaine"
5032922,10935.51,2,0.52,4,2,48,50,"B12","Diesel","B",94,"Aquitaine"
5032972,1204,1,0.3,6,0,47,50,"B12","Diesel","A",27,"Languedoc-Roussillon"
5033095,1320,1,0.47,4,2,37,50,"B12","Diesel","D",562,"Poitou-Charentes"
5033118,644.78,2,0.52,5,4,28,67,"B5","Diesel","E",3688,"Rhone-Alpes"
5033118,602,2,0.52,5,4,28,67,"B5","Diesel","E",3688,"Rhone-Alpes"
5033200,1204,1,0.41,6,7,33,57,"B6","Diesel","C",117,"Bourgogne"
5033436,602,1,0.53,4,2,28,68,"B12","Diesel","D",1541,"Languedoc-Roussillon"
5033465,260,2,0.53,10,2,33,80,"B12","Regular","D",645,"Corse"
5033465,200885,2,0.53,10,2,33,80,"B12","Regular","D",645,"Corse"
5033716,1653.43,1,0.54,7,10,38,50,"B12","Regular","D",566,"Nord-Pas-de-Calais"
5033827,1320,1,0.44,5,2,41,50,"B12","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
5033876,2073.1,1,0.55,4,2,29,71,"B12","Diesel","D",1286,"Languedoc-Roussillon"
5034076,1204,1,0.56,4,2,53,50,"B12","Diesel","E",2020,"Haute-Normandie"
5034300,2669.42,1,0.41,9,7,49,50,"B4","Regular","C",471,"Provence-Alpes-Cotes-D'Azur"
5034401,1204,1,0.58,7,1,53,50,"B12","Diesel","A",13,"Aquitaine"
5034647,896.25,1,0.57,6,2,29,80,"B12","Diesel","C",209,"Rhone-Alpes"
5034676,1204,1,0.41,9,2,81,82,"B12","Regular","C",352,"Lorraine"
5034703,1204,1,0.58,4,2,44,50,"B12","Regular","E",4535,"Auvergne"
5034764,602,1,0.41,4,2,34,83,"B12","Diesel","C",122,"Rhone-Alpes"
5034791,602,2,0.41,7,2,42,50,"B12","Regular","C",104,"Bourgogne"
5034791,556.14,2,0.41,7,2,42,50,"B12","Regular","C",104,"Bourgogne"
5034866,1028.32,2,0.59,7,2,48,50,"B12","Diesel","D",1955,"Corse"
5034866,15484,2,0.59,7,2,48,50,"B12","Diesel","D",1955,"Corse"
5034987,602,1,0.4,4,2,50,50,"B12","Regular","D",1521,"Rhone-Alpes"
5035252,1204,1,0.38,5,6,32,51,"B1","Diesel","A",22,"Midi-Pyrenees"
5035278,184.12,2,0.37,4,2,56,50,"B12","Regular","A",21,"Limousin"
5035278,745.9,2,0.37,4,2,56,50,"B12","Regular","A",21,"Limousin"
5035360,1204,1,0.6,8,2,30,57,"B12","Diesel","D",1468,"Provence-Alpes-Cotes-D'Azur"
5035491,1204,2,0.38,7,3,58,50,"B12","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
5035491,556.14,2,0.38,7,3,58,50,"B12","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
5035774,4164.18,2,0.63,10,10,25,72,"B12","Diesel","D",534,"Midi-Pyrenees"
5035774,5937.49,2,0.63,10,10,25,72,"B12","Diesel","D",534,"Midi-Pyrenees"
5036140,1204,1,0.65,9,10,39,50,"B12","Diesel","A",35,"Centre"
5036146,820.74,1,0.49,4,10,23,95,"B4","Regular","B",80,"Picardie"
5036378,289.43,1,0.66,7,2,27,85,"B12","Regular","E",5332,"Ile-de-France"
5036469,1320,1,0.31,6,10,25,80,"B2","Diesel","E",2569,"Ile-de-France"
5036521,902.78,1,0.67,4,2,68,73,"B12","Regular","F",27000,"Ile-de-France"
5036556,16310,2,0.32,4,2,41,50,"B12","Regular","C",288,"Rhone-Alpes"
5036556,1320,2,0.32,4,2,41,50,"B12","Regular","C",288,"Rhone-Alpes"
5036596,1320,1,0.3,4,3,50,50,"B12","Regular","D",1957,"Ile-de-France"
5036890,1204,1,0.12,4,2,27,80,"B12","Regular","C",127,"Aquitaine"
5036949,1204,1,0.3,7,7,25,76,"B3","Regular","E",2927,"Aquitaine"
5036957,3153,2,0.69,7,2,47,54,"B12","Diesel","C",209,"Provence-Alpes-Cotes-D'Azur"
5036957,1204,2,0.69,7,2,47,54,"B12","Diesel","C",209,"Provence-Alpes-Cotes-D'Azur"
5036966,1320,1,0.28,11,2,39,50,"B12","Diesel","E",3724,"Ile-de-France"
5037084,1204,1,0.58,7,1,37,58,"B12","Diesel","D",966,"Aquitaine"
5037176,1204,1,0.69,5,10,29,95,"B5","Diesel","D",1780,"Nord-Pas-de-Calais"
5037261,1320,1,0.7,4,2,43,64,"B12","Diesel","E",8880,"Ile-de-France"
5037336,1204,2,0.71,11,2,44,53,"B12","Diesel","C",130,"Corse"
5037336,3224.38,2,0.71,11,2,44,53,"B12","Diesel","C",130,"Corse"
5037382,1204,1,0.17,8,2,24,100,"B12","Diesel","B",60,"Provence-Alpes-Cotes-D'Azur"
5037450,602,1,0.28,5,2,68,50,"B12","Diesel","C",116,"Pays-de-la-Loire"
5037553,1320,1,0.71,8,1,65,50,"B12","Diesel","C",107,"Midi-Pyrenees"
5037715,1320,1,0.26,7,10,39,80,"B12","Diesel","F",27000,"Ile-de-France"
5037762,1320,1,0.72,5,2,47,50,"B12","Diesel","C",439,"Ile-de-France"
5037814,8098.07,1,0.74,7,3,75,59,"B12","Diesel","F",27000,"Ile-de-France"
5037985,1204,1,0.26,4,2,53,50,"B12","Regular","D",1577,"Lorraine"
5038213,1204,1,0.74,5,2,47,50,"B12","Diesel","D",975,"Nord-Pas-de-Calais"
5038219,1204,1,0.25,12,2,56,50,"B12","Diesel","E",3527,"Ile-de-France"
5038556,711.43,1,0.75,8,2,53,50,"B12","Diesel","E",2517,"Ile-de-France"
5038587,2028.2,1,0.2,4,2,55,50,"B12","Regular","F",27000,"Ile-de-France"
5038739,602,1,0.46,4,2,45,50,"B12","Diesel","A",21,"Auvergne"
5038778,1204,1,0.76,10,2,53,58,"B12","Regular","F",27000,"Ile-de-France"
5038974,1204,1,0.77,10,5,60,50,"B12","Diesel","F",27000,"Ile-de-France"
5039032,4046.95,1,0.23,4,6,49,50,"B1","Regular","C",185,"Languedoc-Roussillon"
5039105,1204,1,0.45,7,2,34,54,"B12","Diesel","E",3274,"Ile-de-France"
5039174,1204,1,0.78,7,2,60,50,"B12","Diesel","C",100,"Aquitaine"
5039246,1204,1,0.8,4,2,34,56,"B12","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur"
5039277,1779,1,0.74,5,2,56,50,"B12","Diesel","A",18,"Limousin"
5039369,469.52,1,0.08,4,8,34,95,"B2","Regular","D",1289,"Nord-Pas-de-Calais"
5039400,660,1,0.2,11,2,53,50,"B12","Diesel","C",142,"Pays-de-la-Loire"
5039416,1204,1,0.79,4,2,65,50,"B12","Diesel","A",25,"Auvergne"
5039498,353.05,1,0.2,6,15,49,50,"B6","Diesel","D",999,"Midi-Pyrenees"
5039728,1204,1,0.19,7,2,69,50,"B12","Regular","A",26,"Centre"
5039929,1204,1,0.49,4,2,25,72,"B12","Diesel","C",267,"Languedoc-Roussillon"
5040135,1204,1,0.17,4,2,44,50,"B12","Regular","A",14,"Corse"
5040284,602,1,0.58,7,3,31,57,"B12","Diesel","E",9307,"Rhone-Alpes"
5040324,660,1,0.83,7,2,59,50,"B12","Regular","F",27000,"Ile-de-France"
5040352,3979.79,1,0.81,8,2,40,50,"B12","Diesel","C",169,"Corse"
5040357,1204,1,0.83,7,2,47,50,"B12","Diesel","D",999,"Midi-Pyrenees"
5040521,1204,1,0.84,8,2,61,50,"B12","Regular","E",3963,"Languedoc-Roussillon"
5040684,1294.52,1,0.84,15,2,69,50,"B12","Regular","E",3301,"Midi-Pyrenees"
5040721,747,2,0.42,9,15,73,72,"B1","Regular","C",485,"Pays-de-la-Loire"
5040721,556.14,2,0.42,9,15,73,72,"B1","Regular","C",485,"Pays-de-la-Loire"
5040771,556.14,1,0.84,7,3,49,50,"B12","Diesel","E",3301,"Midi-Pyrenees"
5040782,1204,1,0.85,8,2,59,50,"B12","Diesel","D",595,"Provence-Alpes-Cotes-D'Azur"
5040790,1204,1,0.65,10,6,40,50,"B12","Diesel","D",1699,"Languedoc-Roussillon"
5040796,1320,2,0.85,9,4,75,50,"B12","Regular","C",116,"Pays-de-la-Loire"
5040796,1204,2,0.85,9,4,75,50,"B12","Regular","C",116,"Pays-de-la-Loire"
5040825,2040.38,1,0.86,7,2,53,95,"B12","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
5040828,89.69,1,0.13,7,2,53,90,"B12","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
5041031,1320,1,0.87,11,2,58,50,"B12","Diesel","A",15,"Bourgogne"
5041174,602,1,0.87,4,1,59,50,"B12","Diesel","C",388,"Provence-Alpes-Cotes-D'Azur"
5041230,99260.24,2,0.87,6,2,77,60,"B12","Regular","E",9307,"Rhone-Alpes"
5041230,1320,2,0.87,6,2,77,60,"B12","Regular","E",9307,"Rhone-Alpes"
5041273,1204,1,0.87,8,3,55,50,"B12","Diesel","D",593,"Rhone-Alpes"
5041364,1204,1,0.75,4,2,52,50,"B12","Regular","E",3238,"Ile-de-France"
5041524,1204,1,0.88,6,2,58,50,"B12","Diesel","D",1001,"Ile-de-France"
5041560,1320,1,0.89,4,2,50,50,"B12","Regular","B",91,"Ile-de-France"
5041597,1204,1,0.57,8,15,70,50,"B10","Diesel","B",71,"Aquitaine"
5041605,1204,1,0.88,8,2,45,88,"B12","Diesel","B",98,"Provence-Alpes-Cotes-D'Azur"
5041771,1075.45,1,0.75,4,2,66,50,"B10","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur"
5041875,1204,1,0.89,5,3,38,50,"B12","Diesel","C",199,"Provence-Alpes-Cotes-D'Azur"
5041932,1204,1,0.29,5,2,43,50,"B6","Diesel","A",47,"Provence-Alpes-Cotes-D'Azur"
5042180,68361,1,0.82,9,8,47,50,"B11","Regular","D",1535,"Aquitaine"
5042186,1320,1,0.91,8,2,64,50,"B12","Diesel","A",13,"Languedoc-Roussillon"
5042232,1320,1,0.93,7,2,30,72,"B12","Diesel","E",2960,"Franche-Comte"
5042255,209,1,0.07,12,2,61,50,"B12","Diesel","D",1521,"Rhone-Alpes"
5042276,1204,1,0.92,11,2,57,50,"B12","Diesel","C",168,"Corse"
5042321,1204,1,0.93,7,5,51,50,"B12","Diesel","B",99,"Provence-Alpes-Cotes-D'Azur"
5042613,789.83,2,0.41,6,2,29,72,"B12","Diesel","A",26,"Midi-Pyrenees"
5042613,1204,2,0.41,6,2,29,72,"B12","Diesel","A",26,"Midi-Pyrenees"
5042763,1204,1,0.94,4,2,59,76,"B12","Regular","D",1937,"Haute-Normandie"
5042821,205,1,0.94,4,2,57,50,"B12","Diesel","E",8023,"Ile-de-France"
5042885,1230.98,1,0.94,4,2,43,63,"B12","Diesel","C",273,"Aquitaine"
5043261,1157.16,1,0.95,8,1,48,50,"B12","Diesel","D",747,"Bretagne"
5043278,1350,1,0.95,10,3,36,66,"B13","Diesel","E",6864,"Ile-de-France"
5043343,1204,1,0.69,8,2,38,56,"B12","Diesel","A",39,"Aquitaine"
5043348,602,1,1,7,3,69,50,"B12","Diesel","E",4128,"Pays-de-la-Loire"
5043385,1320,1,0.51,11,0,56,50,"B12","Diesel","C",276,"Languedoc-Roussillon"
5043547,602,1,0.79,11,2,46,50,"B12","Diesel","C",217,"Languedoc-Roussillon"
5043660,602,1,0.74,7,2,38,50,"B12","Diesel","D",1929,"Ile-de-France"
5043713,733.25,1,0.96,6,10,24,95,"B2","Diesel","C",179,"Lorraine"
5043758,4085.14,2,0.6,6,7,24,80,"B12","Regular","C",132,"Corse"
5043758,1204,2,0.6,6,7,24,80,"B12","Regular","C",132,"Corse"
5043802,1204,1,0.97,10,5,48,50,"B12","Regular","C",319,"Centre"
5043825,660,2,0.85,7,4,45,50,"B4","Diesel","B",97,"Provence-Alpes-Cotes-D'Azur"
5043825,3825.18,2,0.85,7,4,45,50,"B4","Diesel","B",97,"Provence-Alpes-Cotes-D'Azur"
5043879,1204,1,0.75,10,3,38,50,"B12","Regular","E",4479,"Nord-Pas-de-Calais"
5043897,941.76,1,1,8,9,67,50,"B12","Regular","E",3386,"Ile-de-France"
5043903,1204,1,0.02,9,6,49,50,"B4","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
5044190,1204,1,0.05,5,2,35,72,"B12","Diesel","E",8561,"Ile-de-France"
5044347,13.51,1,0.9,5,10,35,85,"B3","Diesel","C",104,"Ile-de-France"
5044427,1204,1,0.98,8,1,51,60,"B12","Diesel","E",3339,"Ile-de-France"
5044554,1760.2,1,0.3,4,7,47,50,"B2","Regular","E",5202,"Ile-de-France"
5044663,1204,1,0.98,10,1,73,50,"B12","Regular","D",1662,"Ile-de-France"
5044704,1204,1,0.97,5,1,50,50,"B12","Regular","C",393,"Languedoc-Roussillon"
5044733,1320,3,0.93,7,2,45,50,"B12","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5044733,556.14,3,0.93,7,2,45,50,"B12","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5044733,1204,3,0.93,7,2,45,50,"B12","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5045065,1320,1,0.7,6,5,64,50,"B6","Diesel","B",61,"Pays-de-la-Loire"
5045087,1320,1,0.95,8,2,46,50,"B12","Diesel","D",645,"Ile-de-France"
5045145,1320,1,0.96,6,1,77,50,"B12","Regular","C",393,"Languedoc-Roussillon"
5045176,1204,1,0.96,6,6,33,76,"B1","Diesel","E",7966,"Nord-Pas-de-Calais"
5045296,84.92,1,0.48,5,4,39,50,"B2","Diesel","D",565,"Provence-Alpes-Cotes-D'Azur"
5045482,1204,2,0.04,7,5,31,76,"B3","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5045482,2622.42,2,0.04,7,5,31,76,"B3","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5045581,1204,1,0.94,7,3,66,76,"B12","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
5045717,1204,1,0.24,11,1,58,50,"B12","Diesel","D",721,"Provence-Alpes-Cotes-D'Azur"
5045856,1320,1,0.93,7,1,70,50,"B12","Diesel","D",631,"Provence-Alpes-Cotes-D'Azur"
5045914,1204,1,0.93,8,1,61,50,"B12","Diesel","A",22,"Limousin"
5046000,1204,1,0.93,8,1,54,50,"B12","Diesel","E",3963,"Languedoc-Roussillon"
5046005,387.07,1,0.93,5,8,24,90,"B5","Diesel","D",1557,"Nord-Pas-de-Calais"
5046118,59.77,1,0.75,5,7,74,72,"B12","Diesel","E",3374,"Alsace"
5046159,212,1,0.61,5,6,47,50,"B6","Regular","A",30,"Poitou-Charentes"
5046239,1320,1,0.92,8,2,58,50,"B12","Regular","C",307,"Picardie"
5046250,1204,2,0.91,6,2,49,50,"B12","Diesel","C",358,"Midi-Pyrenees"
5046250,556.14,2,0.91,6,2,49,50,"B12","Diesel","C",358,"Midi-Pyrenees"
5046256,7000,2,0.91,7,2,35,68,"B12","Regular","B",66,"Provence-Alpes-Cotes-D'Azur"
